partsid,datalink,parents_partsid,totalcfp
P08090,postgresA,P02697,9.731
P08091,postgresA,P02697,1.212
P08092,postgresA,P02697,5.562
P08093,postgresC,P02698,1.351
P08094,postgresC,P02698,9.48
P08095,postgresB,P02698,0.656
P08096,postgresA,P02699,8.632
P08097,postgresB,P02699,5.024
P08098,postgresB,P02699,7.535
P08099,postgresB,P02700,3.341
P08100,postgresA,P02700,1.318
P08101,postgresC,P02700,4.891
P08102,postgresA,P02701,2.41
P08103,postgresC,P02701,1.73
P08104,postgresA,P02701,0.966
P08105,postgresA,P02702,6.541
P08106,postgresB,P02702,9.816
P08107,postgresA,P02702,3.73
P08108,postgresA,P02703,0.226
P08109,postgresA,P02703,7.694
P08110,postgresA,P02703,6.465
P08111,postgresB,P02704,0.573
P08112,postgresA,P02704,4.865
P08113,postgresC,P02704,1.078
P08114,postgresB,P02705,1.608
P08115,postgresA,P02705,9.888
P08116,postgresB,P02705,5.618
P08117,postgresC,P02706,9.328
P08118,postgresC,P02706,7.371
P08119,postgresB,P02706,4.617
P08120,postgresA,P02707,8.964
P08121,postgresA,P02707,0.218
P08122,postgresC,P02707,6.86
P08123,postgresA,P02708,3.002
P08124,postgresC,P02708,1.694
P08125,postgresB,P02708,8.016
P08126,postgresC,P02709,6.512
P08127,postgresA,P02709,2.837
P08128,postgresC,P02709,6.363
P08129,postgresB,P02710,6.146
P08130,postgresC,P02710,7.581
P08131,postgresA,P02710,9.973
P08132,postgresB,P02711,3.572
P08133,postgresB,P02711,8.791
P08134,postgresB,P02711,4.516
P08135,postgresB,P02712,0.093
P08136,postgresB,P02712,6.224
P08137,postgresC,P02712,9.474
P08138,postgresC,P02713,8.428
P08139,postgresB,P02713,5.387
P08140,postgresB,P02713,5.609
P08141,postgresA,P02714,8.263
P08142,postgresB,P02714,2.388
P08143,postgresC,P02714,4.192
P08144,postgresC,P02715,5.324
P08145,postgresC,P02715,0.227
P08146,postgresC,P02715,3.543
P08147,postgresA,P02716,3.395
P08148,postgresB,P02716,3.186
P08149,postgresC,P02716,4.28
P08150,postgresB,P02717,0.959
P08151,postgresB,P02717,6.677
P08152,postgresB,P02717,4.972
P08153,postgresC,P02718,1.792
P08154,postgresA,P02718,3.249
P08155,postgresA,P02718,1.492
P08156,postgresB,P02719,1.181
P08157,postgresA,P02719,2.572
P08158,postgresB,P02719,9.755
P08159,postgresA,P02720,6.225
P08160,postgresB,P02720,5.082
P08161,postgresB,P02720,4.215
P08162,postgresA,P02721,7.737
P08163,postgresC,P02721,1.461
P08164,postgresA,P02721,9.058
P08165,postgresC,P02722,3.743
P08166,postgresB,P02722,3.594
P08167,postgresB,P02722,5.831
P08168,postgresB,P02723,3.247
P08169,postgresC,P02723,1.217
P08170,postgresA,P02723,1.732
P08171,postgresC,P02724,3.467
P08172,postgresC,P02724,1.488
P08173,postgresA,P02724,3.21
P08174,postgresB,P02725,7.212
P08175,postgresB,P02725,4.696
P08176,postgresB,P02725,5.132
P08177,postgresB,P02726,6.875
P08178,postgresC,P02726,4.819
P08179,postgresB,P02726,5.966
P08180,postgresA,P02727,8.712
P08181,postgresB,P02727,4.891
P08182,postgresA,P02727,8.856
P08183,postgresC,P02728,4.161
P08184,postgresC,P02728,1.134
P08185,postgresC,P02728,4.531
P08186,postgresA,P02729,0.352
P08187,postgresC,P02729,7.745
P08188,postgresA,P02729,5.042
P08189,postgresA,P02730,8.868
P08190,postgresA,P02730,9.194
P08191,postgresC,P02730,9.882
P08192,postgresC,P02731,3.876
P08193,postgresC,P02731,1.582
P08194,postgresA,P02731,2.215
P08195,postgresC,P02732,1.957
P08196,postgresC,P02732,1.976
P08197,postgresC,P02732,5.762
P08198,postgresA,P02733,0.328
P08199,postgresC,P02733,2.524
P08200,postgresC,P02733,8.171
P08201,postgresC,P02734,0.668
P08202,postgresB,P02734,0.972
P08203,postgresC,P02734,2.11
P08204,postgresC,P02735,1.891
P08205,postgresA,P02735,6.18
P08206,postgresB,P02735,6.176
P08207,postgresA,P02736,4.278
P08208,postgresC,P02736,6.902
P08209,postgresC,P02736,2.475
P08210,postgresA,P02737,5.02
P08211,postgresC,P02737,1.183
P08212,postgresC,P02737,0.912
P08213,postgresB,P02738,9.787
P08214,postgresC,P02738,4.481
P08215,postgresC,P02738,9.857
P08216,postgresB,P02739,4.209
P08217,postgresB,P02739,7.192
P08218,postgresC,P02739,7.794
P08219,postgresB,P02740,2.8
P08220,postgresC,P02740,2.83
P08221,postgresB,P02740,5.189
P08222,postgresA,P02741,1.703
P08223,postgresA,P02741,9.105
P08224,postgresB,P02741,8.038
P08225,postgresC,P02742,0.034
P08226,postgresB,P02742,4.362
P08227,postgresB,P02742,8.644
P08228,postgresA,P02743,4.571
P08229,postgresB,P02743,1.144
P08230,postgresC,P02743,0.354
P08231,postgresC,P02744,3.913
P08232,postgresB,P02744,0.497
P08233,postgresA,P02744,6.695
P08234,postgresA,P02745,4.578
P08235,postgresB,P02745,2.101
P08236,postgresC,P02745,3.868
P08237,postgresC,P02746,2.864
P08238,postgresC,P02746,4.409
P08239,postgresB,P02746,7.814
P08240,postgresB,P02747,7.219
P08241,postgresA,P02747,7.241
P08242,postgresA,P02747,2.372
P08243,postgresA,P02748,3.008
P08244,postgresA,P02748,8.312
P08245,postgresA,P02748,3.29
P08246,postgresB,P02749,8.851
P08247,postgresB,P02749,4.256
P08248,postgresB,P02749,8.948
P08249,postgresC,P02750,5.206
P08250,postgresC,P02750,7.368
P08251,postgresB,P02750,5.378
P08252,postgresB,P02751,7.701
P08253,postgresB,P02751,3.333
P08254,postgresA,P02751,5.698
P08255,postgresA,P02752,7.255
P08256,postgresA,P02752,3.923
P08257,postgresB,P02752,1.522
P08258,postgresA,P02753,5.385
P08259,postgresB,P02753,5.333
P08260,postgresB,P02753,1.842
P08261,postgresC,P02754,7.546
P08262,postgresB,P02754,2.544
P08263,postgresC,P02754,0.852
P08264,postgresB,P02755,1.323
P08265,postgresC,P02755,0.019
P08266,postgresC,P02755,2.892
P08267,postgresC,P02756,2.188
P08268,postgresA,P02756,8.113
P08269,postgresB,P02756,5.493
P08270,postgresC,P02757,9.722
P08271,postgresA,P02757,4.194
P08272,postgresC,P02757,8.746
P08273,postgresC,P02758,0.323
P08274,postgresA,P02758,3.38
P08275,postgresB,P02758,3.514
P08276,postgresC,P02759,0.991
P08277,postgresB,P02759,1.47
P08278,postgresB,P02759,0.389
P08279,postgresB,P02760,4.394
P08280,postgresA,P02760,2.843
P08281,postgresA,P02760,9.22
P08282,postgresB,P02761,7.262
P08283,postgresB,P02761,3.128
P08284,postgresC,P02761,3.814
P08285,postgresA,P02762,0.756
P08286,postgresB,P02762,0.341
P08287,postgresA,P02762,7.951
P08288,postgresB,P02763,6.02
P08289,postgresA,P02763,5.28
P08290,postgresC,P02763,9.274
P08291,postgresB,P02764,8.94
P08292,postgresB,P02764,7.744
P08293,postgresB,P02764,3.049
P08294,postgresB,P02765,3.339
P08295,postgresB,P02765,9.32
P08296,postgresA,P02765,0.691
P08297,postgresB,P02766,7.243
P08298,postgresC,P02766,6.563
P08299,postgresC,P02766,9.907
P08300,postgresB,P02767,3.852
P08301,postgresB,P02767,4.35
P08302,postgresC,P02767,3.535
P08303,postgresC,P02768,9.222
P08304,postgresC,P02768,1.691
P08305,postgresC,P02768,2.9
P08306,postgresB,P02769,9.087
P08307,postgresA,P02769,2.845
P08308,postgresC,P02769,6.147
P08309,postgresB,P02770,5.434
P08310,postgresB,P02770,9.981
P08311,postgresC,P02770,7.213
P08312,postgresB,P02771,1.737
P08313,postgresC,P02771,8.458
P08314,postgresA,P02771,7.789
P08315,postgresB,P02772,7.313
P08316,postgresC,P02772,9.658
P08317,postgresB,P02772,8.874
P08318,postgresB,P02773,9.772
P08319,postgresC,P02773,3.466
P08320,postgresC,P02773,3.927
P08321,postgresA,P02774,7.942
P08322,postgresA,P02774,5.472
P08323,postgresC,P02774,1.844
P08324,postgresC,P02775,1.365
P08325,postgresC,P02775,2.911
P08326,postgresC,P02775,5.516
P08327,postgresB,P02776,8.847
P08328,postgresA,P02776,8.065
P08329,postgresC,P02776,2.297
P08330,postgresB,P02777,2.792
P08331,postgresC,P02777,2.896
P08332,postgresC,P02777,8.997
P08333,postgresB,P02778,8.215
P08334,postgresB,P02778,6.991
P08335,postgresA,P02778,1.802
P08336,postgresC,P02779,1.869
P08337,postgresC,P02779,7.634
P08338,postgresC,P02779,3.096
P08339,postgresB,P02780,2.004
P08340,postgresB,P02780,9.715
P08341,postgresC,P02780,6.231
P08342,postgresB,P02781,2.379
P08343,postgresB,P02781,9.607
P08344,postgresC,P02781,3.148
P08345,postgresA,P02782,7.891
P08346,postgresA,P02782,4.988
P08347,postgresA,P02782,0.145
P08348,postgresA,P02783,2.146
P08349,postgresC,P02783,0.947
P08350,postgresC,P02783,7.977
P08351,postgresC,P02784,4.418
P08352,postgresA,P02784,9.841
P08353,postgresC,P02784,5.16
P08354,postgresB,P02785,5.05
P08355,postgresA,P02785,4.904
P08356,postgresB,P02785,3.135
P08357,postgresB,P02786,8.622
P08358,postgresA,P02786,4.329
P08359,postgresA,P02786,4.583
P08360,postgresC,P02787,2.614
P08361,postgresB,P02787,2.14
P08362,postgresC,P02787,1.034
P08363,postgresA,P02788,2.782
P08364,postgresB,P02788,0.512
P08365,postgresA,P02788,1.765
P08366,postgresA,P02789,8.396
P08367,postgresB,P02789,3.807
P08368,postgresC,P02789,5.671
P08369,postgresC,P02790,7.092
P08370,postgresC,P02790,1.055
P08371,postgresC,P02790,1.677
P08372,postgresC,P02791,6.765
P08373,postgresC,P02791,0.228
P08374,postgresB,P02791,8.875
P08375,postgresA,P02792,6.886
P08376,postgresA,P02792,2.151
P08377,postgresC,P02792,3.722
P08378,postgresC,P02793,6.006
P08379,postgresA,P02793,8.746
P08380,postgresA,P02793,8.996
P08381,postgresC,P02794,2.068
P08382,postgresA,P02794,7.815
P08383,postgresC,P02794,2.82
P08384,postgresA,P02795,0.129
P08385,postgresC,P02795,5.244
P08386,postgresB,P02795,3.752
P08387,postgresC,P02796,5.614
P08388,postgresC,P02796,3.955
P08389,postgresA,P02796,9.392
P08390,postgresA,P02797,3.558
P08391,postgresA,P02797,4.931
P08392,postgresC,P02797,7.643
P08393,postgresC,P02798,3.052
P08394,postgresC,P02798,6.576
P08395,postgresA,P02798,8.327
P08396,postgresA,P02799,6.679
P08397,postgresC,P02799,5.302
P08398,postgresB,P02799,1.937
P08399,postgresB,P02800,4.166
P08400,postgresC,P02800,8.187
P08401,postgresA,P02800,8.765
P08402,postgresB,P02801,6.675
P08403,postgresC,P02801,0.539
P08404,postgresB,P02801,3.185
P08405,postgresC,P02802,3.251
P08406,postgresB,P02802,6.395
P08407,postgresC,P02802,7.94
P08408,postgresC,P02803,9.546
P08409,postgresB,P02803,2.677
P08410,postgresC,P02803,7.878
P08411,postgresA,P02804,9.297
P08412,postgresC,P02804,7.866
P08413,postgresB,P02804,4.902
P08414,postgresB,P02805,4.646
P08415,postgresA,P02805,5.656
P08416,postgresB,P02805,9.539
P08417,postgresA,P02806,2.582
P08418,postgresC,P02806,3.531
P08419,postgresC,P02806,0.297
P08420,postgresB,P02807,7.876
P08421,postgresC,P02807,4.385
P08422,postgresB,P02807,8.631
P08423,postgresA,P02808,0.313
P08424,postgresA,P02808,2.512
P08425,postgresC,P02808,3.115
P08426,postgresB,P02809,7.614
P08427,postgresA,P02809,0.094
P08428,postgresB,P02809,7.82
P08429,postgresC,P02810,1.604
P08430,postgresB,P02810,1.749
P08431,postgresC,P02810,6.882
P08432,postgresB,P02811,3.966
P08433,postgresC,P02811,7.449
P08434,postgresA,P02811,6.202
P08435,postgresB,P02812,4.585
P08436,postgresB,P02812,6.309
P08437,postgresC,P02812,7.706
P08438,postgresA,P02813,6.413
P08439,postgresB,P02813,8.205
P08440,postgresA,P02813,2.855
P08441,postgresC,P02814,2.728
P08442,postgresB,P02814,9.135
P08443,postgresA,P02814,4.542
P08444,postgresA,P02815,9.173
P08445,postgresB,P02815,1.549
P08446,postgresC,P02815,5.227
P08447,postgresC,P02816,4.07
P08448,postgresA,P02816,6.673
P08449,postgresA,P02816,7.506
P08450,postgresA,P02817,3.206
P08451,postgresC,P02817,6.686
P08452,postgresB,P02817,3.127
P08453,postgresB,P02818,3.45
P08454,postgresA,P02818,8.604
P08455,postgresC,P02818,8.846
P08456,postgresB,P02819,3.223
P08457,postgresC,P02819,8.494
P08458,postgresA,P02819,6.354
P08459,postgresA,P02820,8.951
P08460,postgresC,P02820,0.399
P08461,postgresC,P02820,5.928
P08462,postgresC,P02821,8.431
P08463,postgresB,P02821,3.8
P08464,postgresB,P02821,3.993
P08465,postgresC,P02822,2.802
P08466,postgresC,P02822,5.349
P08467,postgresC,P02822,4.523
P08468,postgresB,P02823,9.56
P08469,postgresC,P02823,1.803
P08470,postgresA,P02823,4.893
P08471,postgresA,P02824,5.166
P08472,postgresC,P02824,8.688
P08473,postgresB,P02824,7.85
P08474,postgresC,P02825,8.308
P08475,postgresA,P02825,6.894
P08476,postgresB,P02825,5.187
P08477,postgresB,P02826,5.342
P08478,postgresC,P02826,0.483
P08479,postgresC,P02826,5.977
P08480,postgresB,P02827,4.854
P08481,postgresA,P02827,6.33
P08482,postgresB,P02827,0.243
P08483,postgresB,P02828,4.651
P08484,postgresA,P02828,5.723
P08485,postgresA,P02828,8.945
P08486,postgresC,P02829,8.97
P08487,postgresB,P02829,6.798
P08488,postgresC,P02829,7.943
P08489,postgresC,P02830,7.638
P08490,postgresB,P02830,0.792
P08491,postgresB,P02830,5.662
P08492,postgresA,P02831,2.32
P08493,postgresA,P02831,4.263
P08494,postgresC,P02831,2.367
P08495,postgresC,P02832,1.671
P08496,postgresC,P02832,8.079
P08497,postgresB,P02832,0.702
P08498,postgresA,P02833,0.834
P08499,postgresC,P02833,9.269
P08500,postgresB,P02833,0.307
P08501,postgresB,P02834,1.796
P08502,postgresA,P02834,8.804
P08503,postgresA,P02834,5.226
P08504,postgresC,P02835,0.109
P08505,postgresC,P02835,8.779
P08506,postgresC,P02835,5.684
P08507,postgresA,P02836,0.092
P08508,postgresA,P02836,6.953
P08509,postgresA,P02836,8.057
P08510,postgresA,P02837,9.709
P08511,postgresB,P02837,1.206
P08512,postgresA,P02837,2.535
P08513,postgresB,P02838,3.328
P08514,postgresA,P02838,7.014
P08515,postgresC,P02838,5.751
P08516,postgresB,P02839,5.114
P08517,postgresB,P02839,7.093
P08518,postgresC,P02839,7.547
P08519,postgresB,P02840,9.351
P08520,postgresC,P02840,9.205
P08521,postgresC,P02840,4.213
P08522,postgresC,P02841,7.282
P08523,postgresC,P02841,4.977
P08524,postgresA,P02841,4.113
P08525,postgresC,P02842,1.803
P08526,postgresC,P02842,5.98
P08527,postgresC,P02842,4.21
P08528,postgresB,P02843,7.825
P08529,postgresA,P02843,5.736
P08530,postgresC,P02843,8.7
P08531,postgresC,P02844,1.939
P08532,postgresC,P02844,1.693
P08533,postgresA,P02844,7.567
P08534,postgresB,P02845,4.537
P08535,postgresC,P02845,3.116
P08536,postgresB,P02845,6.91
P08537,postgresC,P02846,3.321
P08538,postgresA,P02846,4.37
P08539,postgresA,P02846,5.44
P08540,postgresB,P02847,6.368
P08541,postgresA,P02847,1.411
P08542,postgresA,P02847,2.325
P08543,postgresC,P02848,4.196
P08544,postgresB,P02848,7.934
P08545,postgresB,P02848,5.981
P08546,postgresC,P02849,3.566
P08547,postgresA,P02849,8.136
P08548,postgresC,P02849,8.835
P08549,postgresA,P02850,4.387
P08550,postgresC,P02850,0.055
P08551,postgresB,P02850,1.071
P08552,postgresB,P02851,4.149
P08553,postgresB,P02851,2.968
P08554,postgresB,P02851,3.712
P08555,postgresB,P02852,0.926
P08556,postgresA,P02852,6.388
P08557,postgresC,P02852,9.442
P08558,postgresB,P02853,2.917
P08559,postgresA,P02853,3.347
P08560,postgresB,P02853,6.261
P08561,postgresB,P02854,5.073
P08562,postgresA,P02854,4.64
P08563,postgresC,P02854,9.715
P08564,postgresC,P02855,7.088
P08565,postgresB,P02855,3.897
P08566,postgresB,P02855,6.199
P08567,postgresA,P02856,0.835
P08568,postgresA,P02856,5.345
P08569,postgresB,P02856,3.234
P08570,postgresC,P02857,0.413
P08571,postgresC,P02857,3.147
P08572,postgresC,P02857,4.773
P08573,postgresC,P02858,3.555
P08574,postgresC,P02858,8.392
P08575,postgresC,P02858,6.136
P08576,postgresB,P02859,8.879
P08577,postgresC,P02859,3.763
P08578,postgresB,P02859,4.826
P08579,postgresC,P02860,2.335
P08580,postgresB,P02860,7.45
P08581,postgresA,P02860,9.102
P08582,postgresC,P02861,3.471
P08583,postgresB,P02861,5.488
P08584,postgresC,P02861,4.896
P08585,postgresC,P02862,8.292
P08586,postgresA,P02862,1.203
P08587,postgresB,P02862,8.957
P08588,postgresA,P02863,7.69
P08589,postgresC,P02863,1.599
P08590,postgresB,P02863,3.551
P08591,postgresA,P02864,6.638
P08592,postgresB,P02864,8.414
P08593,postgresC,P02864,5.592
P08594,postgresC,P02865,7.98
P08595,postgresC,P02865,9.257
P08596,postgresB,P02865,9.029
P08597,postgresA,P02866,7.558
P08598,postgresA,P02866,0.704
P08599,postgresB,P02866,0.741
P08600,postgresC,P02867,6.556
P08601,postgresB,P02867,4.645
P08602,postgresB,P02867,1.147
P08603,postgresB,P02868,9.895
P08604,postgresC,P02868,3.706
P08605,postgresB,P02868,0.298
P08606,postgresA,P02869,4.634
P08607,postgresC,P02869,8.531
P08608,postgresA,P02869,9.746
P08609,postgresB,P02870,5.356
P08610,postgresA,P02870,6.178
P08611,postgresC,P02870,3.189
P08612,postgresA,P02871,7.416
P08613,postgresA,P02871,8.634
P08614,postgresA,P02871,1.906
P08615,postgresA,P02872,2.409
P08616,postgresA,P02872,9.732
P08617,postgresA,P02872,1.015
P08618,postgresB,P02873,5.673
P08619,postgresB,P02873,6.727
P08620,postgresC,P02873,2.436
P08621,postgresC,P02874,2.544
P08622,postgresC,P02874,4.331
P08623,postgresA,P02874,2.392
P08624,postgresC,P02875,4.448
P08625,postgresC,P02875,1.966
P08626,postgresB,P02875,5.917
P08627,postgresA,P02876,8.888
P08628,postgresA,P02876,9.975
P08629,postgresA,P02876,3.431
P08630,postgresC,P02877,2.253
P08631,postgresC,P02877,8.151
P08632,postgresC,P02877,4.115
P08633,postgresB,P02878,0.628
P08634,postgresA,P02878,0.744
P08635,postgresB,P02878,1.581
P08636,postgresC,P02879,4.465
P08637,postgresC,P02879,1.537
P08638,postgresC,P02879,2.45
P08639,postgresB,P02880,8.445
P08640,postgresC,P02880,3.47
P08641,postgresA,P02880,4.03
P08642,postgresC,P02881,0.445
P08643,postgresB,P02881,5.781
P08644,postgresC,P02881,6.551
P08645,postgresB,P02882,1.834
P08646,postgresB,P02882,0.044
P08647,postgresC,P02882,4.623
P08648,postgresB,P02883,2.238
P08649,postgresB,P02883,5.057
P08650,postgresC,P02883,2.329
P08651,postgresB,P02884,6.444
P08652,postgresC,P02884,6.307
P08653,postgresB,P02884,0.577
P08654,postgresB,P02885,5.528
P08655,postgresA,P02885,0.095
P08656,postgresB,P02885,0.482
P08657,postgresC,P02886,6.22
P08658,postgresB,P02886,6.878
P08659,postgresB,P02886,9.191
P08660,postgresC,P02887,5.449
P08661,postgresC,P02887,2.336
P08662,postgresA,P02887,0.75
P08663,postgresA,P02888,8.684
P08664,postgresC,P02888,7.739
P08665,postgresB,P02888,8.46
P08666,postgresB,P02889,8.953
P08667,postgresB,P02889,1.168
P08668,postgresC,P02889,7.57
P08669,postgresB,P02890,4.014
P08670,postgresA,P02890,6.044
P08671,postgresB,P02890,0.515
P08672,postgresB,P02891,9.833
P08673,postgresC,P02891,4.279
P08674,postgresA,P02891,0.953
P08675,postgresB,P02892,6.807
P08676,postgresC,P02892,0.755
P08677,postgresA,P02892,3.161
P08678,postgresC,P02893,6.396
P08679,postgresC,P02893,3.421
P08680,postgresA,P02893,6.398
P08681,postgresA,P02894,8.31
P08682,postgresC,P02894,8.495
P08683,postgresB,P02894,7.141
P08684,postgresA,P02895,2.199
P08685,postgresA,P02895,0.736
P08686,postgresC,P02895,9.614
P08687,postgresB,P02896,5.73
P08688,postgresB,P02896,0.937
P08689,postgresC,P02896,6.904
P08690,postgresC,P02897,9.158
P08691,postgresA,P02897,0.245
P08692,postgresB,P02897,2.055
P08693,postgresB,P02898,8.631
P08694,postgresA,P02898,3.728
P08695,postgresB,P02898,7.616
P08696,postgresC,P02899,8.931
P08697,postgresB,P02899,0.515
P08698,postgresA,P02899,7.676
P08699,postgresC,P02900,1.359
P08700,postgresC,P02900,9.674
P08701,postgresA,P02900,2.781
P08702,postgresA,P02901,4.63
P08703,postgresA,P02901,8.586
P08704,postgresB,P02901,5.49
P08705,postgresB,P02902,8.099
P08706,postgresA,P02902,5.098
P08707,postgresA,P02902,4.479
P08708,postgresB,P02903,0.805
P08709,postgresC,P02903,8.675
P08710,postgresA,P02903,0.001
P08711,postgresB,P02904,4.593
P08712,postgresA,P02904,5.633
P08713,postgresA,P02904,9.702
P08714,postgresB,P02905,9.497
P08715,postgresB,P02905,7.964
P08716,postgresA,P02905,7.789
P08717,postgresA,P02906,5.896
P08718,postgresC,P02906,5.405
P08719,postgresA,P02906,5.717
P08720,postgresC,P02907,2.191
P08721,postgresC,P02907,4.638
P08722,postgresB,P02907,9.967
P08723,postgresA,P02908,5.555
P08724,postgresB,P02908,2.772
P08725,postgresC,P02908,5.035
P08726,postgresC,P02909,4.519
P08727,postgresB,P02909,2.223
P08728,postgresA,P02909,6.094
P08729,postgresA,P02910,3.111
P08730,postgresA,P02910,0.89
P08731,postgresC,P02910,3.306
P08732,postgresA,P02911,7.553
P08733,postgresB,P02911,1.785
P08734,postgresC,P02911,9.914
P08735,postgresC,P02912,0.4
P08736,postgresC,P02912,8.995
P08737,postgresB,P02912,0.61
P08738,postgresA,P02913,6.745
P08739,postgresB,P02913,9.876
P08740,postgresA,P02913,8.345
P08741,postgresB,P02914,6.249
P08742,postgresB,P02914,3.397
P08743,postgresA,P02914,2.738
P08744,postgresA,P02915,8.462
P08745,postgresC,P02915,9.773
P08746,postgresB,P02915,4.355
P08747,postgresA,P02916,8.221
P08748,postgresC,P02916,9.186
P08749,postgresC,P02916,6.94
P08750,postgresC,P02917,3.724
P08751,postgresC,P02917,0.889
P08752,postgresA,P02917,5.405
P08753,postgresC,P02918,0.438
P08754,postgresA,P02918,2.226
P08755,postgresA,P02918,7.399
P08756,postgresA,P02919,7.494
P08757,postgresA,P02919,8.842
P08758,postgresA,P02919,5.015
P08759,postgresA,P02920,1.819
P08760,postgresA,P02920,4.379
P08761,postgresA,P02920,3.93
P08762,postgresA,P02921,6.369
P08763,postgresA,P02921,1.382
P08764,postgresC,P02921,2.868
P08765,postgresA,P02922,6.572
P08766,postgresA,P02922,9.655
P08767,postgresA,P02922,0.142
P08768,postgresA,P02923,4.04
P08769,postgresC,P02923,6.256
P08770,postgresA,P02923,9.63
P08771,postgresC,P02924,5.452
P08772,postgresA,P02924,2.495
P08773,postgresC,P02924,5.338
P08774,postgresB,P02925,0.345
P08775,postgresC,P02925,2.611
P08776,postgresA,P02925,4.225
P08777,postgresC,P02926,9.176
P08778,postgresB,P02926,9.247
P08779,postgresA,P02926,8.744
P08780,postgresB,P02927,3.314
P08781,postgresC,P02927,0.592
P08782,postgresA,P02927,6.587
P08783,postgresB,P02928,5.613
P08784,postgresB,P02928,4.629
P08785,postgresC,P02928,9.289
P08786,postgresC,P02929,9.306
P08787,postgresC,P02929,4.843
P08788,postgresB,P02929,0.667
P08789,postgresB,P02930,5.744
P08790,postgresB,P02930,6.073
P08791,postgresC,P02930,9.296
P08792,postgresA,P02931,1.706
P08793,postgresC,P02931,2.569
P08794,postgresB,P02931,0.379
P08795,postgresB,P02932,7.215
P08796,postgresC,P02932,6.608
P08797,postgresC,P02932,3.576
P08798,postgresB,P02933,2.229
P08799,postgresA,P02933,5.199
P08800,postgresB,P02933,7.819
P08801,postgresC,P02934,8.774
P08802,postgresB,P02934,5.501
P08803,postgresA,P02934,6.544
P08804,postgresB,P02935,3.321
P08805,postgresA,P02935,0.691
P08806,postgresC,P02935,0.068
P08807,postgresC,P02936,8.605
P08808,postgresB,P02936,8.207
P08809,postgresB,P02936,4.953
P08810,postgresB,P02937,6.052
P08811,postgresA,P02937,2.766
P08812,postgresB,P02937,1.225
P08813,postgresC,P02938,8.517
P08814,postgresC,P02938,2.782
P08815,postgresC,P02938,1.05
P08816,postgresB,P02939,9.756
P08817,postgresC,P02939,8.585
P08818,postgresC,P02939,4.534
P08819,postgresB,P02940,1.659
P08820,postgresB,P02940,8.786
P08821,postgresA,P02940,0.676
P08822,postgresA,P02941,3.385
P08823,postgresB,P02941,7.529
P08824,postgresA,P02941,5.355
P08825,postgresB,P02942,8.282
P08826,postgresB,P02942,4.704
P08827,postgresA,P02942,7.321
P08828,postgresA,P02943,9.057
P08829,postgresB,P02943,7.875
P08830,postgresC,P02943,1.0
P08831,postgresC,P02944,7.137
P08832,postgresA,P02944,3.879
P08833,postgresB,P02944,5.985
P08834,postgresB,P02945,9.802
P08835,postgresA,P02945,6.489
P08836,postgresA,P02945,2.355
P08837,postgresB,P02946,8.398
P08838,postgresC,P02946,7.762
P08839,postgresA,P02946,8.296
P08840,postgresB,P02947,1.228
P08841,postgresA,P02947,6.439
P08842,postgresC,P02947,4.635
P08843,postgresC,P02948,5.285
P08844,postgresA,P02948,9.178
P08845,postgresA,P02948,0.445
P08846,postgresB,P02949,1.047
P08847,postgresB,P02949,7.213
P08848,postgresB,P02949,9.262
P08849,postgresB,P02950,7.482
P08850,postgresC,P02950,4.514
P08851,postgresB,P02950,6.143
P08852,postgresB,P02951,2.797
P08853,postgresB,P02951,7.228
P08854,postgresC,P02951,9.817
P08855,postgresC,P02952,8.275
P08856,postgresC,P02952,6.547
P08857,postgresA,P02952,5.209
P08858,postgresB,P02953,3.882
P08859,postgresA,P02953,3.567
P08860,postgresB,P02953,3.517
P08861,postgresA,P02954,8.628
P08862,postgresC,P02954,0.226
P08863,postgresC,P02954,2.94
P08864,postgresB,P02955,4.668
P08865,postgresB,P02955,5.463
P08866,postgresA,P02955,2.582
P08867,postgresC,P02956,0.45
P08868,postgresC,P02956,2.063
P08869,postgresB,P02956,0.906
P08870,postgresB,P02957,5.515
P08871,postgresA,P02957,4.08
P08872,postgresA,P02957,9.759
P08873,postgresB,P02958,6.327
P08874,postgresA,P02958,1.334
P08875,postgresB,P02958,3.219
P08876,postgresB,P02959,3.816
P08877,postgresB,P02959,7.904
P08878,postgresB,P02959,6.445
P08879,postgresB,P02960,3.829
P08880,postgresB,P02960,9.297
P08881,postgresB,P02960,1.751
P08882,postgresC,P02961,6.937
P08883,postgresB,P02961,9.622
P08884,postgresC,P02961,4.663
P08885,postgresB,P02962,1.129
P08886,postgresA,P02962,3.383
P08887,postgresB,P02962,4.815
P08888,postgresC,P02963,2.456
P08889,postgresB,P02963,2.472
P08890,postgresA,P02963,4.061
P08891,postgresA,P02964,3.225
P08892,postgresC,P02964,8.85
P08893,postgresA,P02964,4.057
P08894,postgresC,P02965,0.72
P08895,postgresB,P02965,1.734
P08896,postgresB,P02965,4.862
P08897,postgresA,P02966,9.225
P08898,postgresC,P02966,3.461
P08899,postgresA,P02966,3.378
P08900,postgresA,P02967,5.022
P08901,postgresC,P02967,8.041
P08902,postgresC,P02967,6.813
P08903,postgresB,P02968,5.058
P08904,postgresC,P02968,9.811
P08905,postgresB,P02968,2.112
P08906,postgresB,P02969,1.083
P08907,postgresA,P02969,5.322
P08908,postgresC,P02969,7.279
P08909,postgresC,P02970,9.576
P08910,postgresC,P02970,2.908
P08911,postgresC,P02970,3.698
