partsid,datalink,cfp,parents_partsid,totalcfp
P24775,postgresB,4.965,P08258,4.965
P24776,postgresA,8.634,P08259,8.634
P24777,postgresB,9.741,P08259,9.741
P24778,postgresA,2.209,P08259,2.209
P24779,postgresA,7.805,P08260,7.805
P24780,postgresA,2.617,P08260,2.617
P24781,postgresA,7.962,P08260,7.962
P24782,postgresB,2.089,P08261,2.089
P24783,postgresC,1.364,P08261,1.364
P24784,postgresB,4.478,P08261,4.478
P24785,postgresA,5.463,P08262,5.463
P24786,postgresB,8.591,P08262,8.591
P24787,postgresA,6.929,P08262,6.929
P24788,postgresB,6.6,P08263,6.6
P24789,postgresC,4.682,P08263,4.682
P24790,postgresC,4.945,P08263,4.945
P24791,postgresC,2.256,P08264,2.256
P24792,postgresA,5.853,P08264,5.853
P24793,postgresB,1.236,P08264,1.236
P24794,postgresB,6.585,P08265,6.585
P24795,postgresA,3.923,P08265,3.923
P24796,postgresC,9.822,P08265,9.822
P24797,postgresB,5.721,P08266,5.721
P24798,postgresC,2.639,P08266,2.639
P24799,postgresB,4.136,P08266,4.136
P24800,postgresA,5.02,P08267,5.02
P24801,postgresB,0.54,P08267,0.54
P24802,postgresC,4.247,P08267,4.247
P24803,postgresB,7.833,P08268,7.833
P24804,postgresB,7.649,P08268,7.649
P24805,postgresB,6.942,P08268,6.942
P24806,postgresA,2.569,P08269,2.569
P24807,postgresA,1.356,P08269,1.356
P24808,postgresB,3.191,P08269,3.191
P24809,postgresB,0.532,P08270,0.532
P24810,postgresC,9.099,P08270,9.099
P24811,postgresB,7.492,P08270,7.492
P24812,postgresC,2.352,P08271,2.352
P24813,postgresA,4.187,P08271,4.187
P24814,postgresC,5.279,P08271,5.279
P24815,postgresA,7.861,P08272,7.861
P24816,postgresB,7.818,P08272,7.818
P24817,postgresC,4.031,P08272,4.031
P24818,postgresB,7.456,P08273,7.456
P24819,postgresB,9.068,P08273,9.068
P24820,postgresC,9.226,P08273,9.226
P24821,postgresA,7.328,P08274,7.328
P24822,postgresC,9.204,P08274,9.204
P24823,postgresA,9.935,P08274,9.935
P24824,postgresB,8.534,P08275,8.534
P24825,postgresA,2.95,P08275,2.95
P24826,postgresC,1.684,P08275,1.684
P24827,postgresB,8.401,P08276,8.401
P24828,postgresC,9.365,P08276,9.365
P24829,postgresC,0.684,P08276,0.684
P24830,postgresA,2.984,P08277,2.984
P24831,postgresB,1.317,P08277,1.317
P24832,postgresB,9.224,P08277,9.224
P24833,postgresC,8.412,P08278,8.412
P24834,postgresB,1.441,P08278,1.441
P24835,postgresC,0.29,P08278,0.29
P24836,postgresA,4.91,P08279,4.91
P24837,postgresB,7.214,P08279,7.214
P24838,postgresB,1.824,P08279,1.824
P24839,postgresC,0.857,P08280,0.857
P24840,postgresB,5.753,P08280,5.753
P24841,postgresA,5.083,P08280,5.083
P24842,postgresC,2.18,P08281,2.18
P24843,postgresB,2.985,P08281,2.985
P24844,postgresA,9.64,P08281,9.64
P24845,postgresC,1.447,P08282,1.447
P24846,postgresC,6.895,P08282,6.895
P24847,postgresC,4.207,P08282,4.207
P24848,postgresC,2.016,P08283,2.016
P24849,postgresC,1.779,P08283,1.779
P24850,postgresB,3.53,P08283,3.53
P24851,postgresB,1.29,P08284,1.29
P24852,postgresB,0.256,P08284,0.256
P24853,postgresA,3.173,P08284,3.173
P24854,postgresC,1.347,P08285,1.347
P24855,postgresB,7.266,P08285,7.266
P24856,postgresB,9.597,P08285,9.597
P24857,postgresB,4.339,P08286,4.339
P24858,postgresC,2.243,P08286,2.243
P24859,postgresB,2.134,P08286,2.134
P24860,postgresC,7.625,P08287,7.625
P24861,postgresB,5.555,P08287,5.555
P24862,postgresC,9.566,P08287,9.566
P24863,postgresB,8.855,P08288,8.855
P24864,postgresB,1.995,P08288,1.995
P24865,postgresC,0.25,P08288,0.25
P24866,postgresB,0.233,P08289,0.233
P24867,postgresA,4.401,P08289,4.401
P24868,postgresC,7.024,P08289,7.024
P24869,postgresC,4.2,P08290,4.2
P24870,postgresA,0.887,P08290,0.887
P24871,postgresB,5.139,P08290,5.139
P24872,postgresB,7.122,P08291,7.122
P24873,postgresB,9.025,P08291,9.025
P24874,postgresC,6.506,P08291,6.506
P24875,postgresC,1.406,P08292,1.406
P24876,postgresB,0.933,P08292,0.933
P24877,postgresC,0.093,P08292,0.093
P24878,postgresC,7.872,P08293,7.872
P24879,postgresB,7.533,P08293,7.533
P24880,postgresA,2.801,P08293,2.801
P24881,postgresA,5.603,P08294,5.603
P24882,postgresB,2.568,P08294,2.568
P24883,postgresC,9.044,P08294,9.044
P24884,postgresC,1.087,P08295,1.087
P24885,postgresB,7.101,P08295,7.101
P24886,postgresB,9.687,P08295,9.687
P24887,postgresC,3.638,P08296,3.638
P24888,postgresC,1.922,P08296,1.922
P24889,postgresC,0.794,P08296,0.794
P24890,postgresC,7.656,P08297,7.656
P24891,postgresC,5.798,P08297,5.798
P24892,postgresB,0.104,P08297,0.104
P24893,postgresC,5.161,P08298,5.161
P24894,postgresC,3.924,P08298,3.924
P24895,postgresB,6.613,P08298,6.613
P24896,postgresB,2.512,P08299,2.512
P24897,postgresA,1.251,P08299,1.251
P24898,postgresB,7.523,P08299,7.523
P24899,postgresB,3.083,P08300,3.083
P24900,postgresA,9.476,P08300,9.476
P24901,postgresC,3.32,P08300,3.32
P24902,postgresB,4.97,P08301,4.97
P24903,postgresC,9.505,P08301,9.505
P24904,postgresC,6.792,P08301,6.792
P24905,postgresB,0.466,P08302,0.466
P24906,postgresC,2.931,P08302,2.931
P24907,postgresC,6.153,P08302,6.153
P24908,postgresC,8.556,P08303,8.556
P24909,postgresC,7.969,P08303,7.969
P24910,postgresC,1.276,P08303,1.276
P24911,postgresB,7.09,P08304,7.09
P24912,postgresA,1.332,P08304,1.332
P24913,postgresA,2.635,P08304,2.635
P24914,postgresA,0.01,P08305,0.01
P24915,postgresA,7.874,P08305,7.874
P24916,postgresC,4.608,P08305,4.608
P24917,postgresA,3.087,P08306,3.087
P24918,postgresC,2.051,P08306,2.051
P24919,postgresB,5.446,P08306,5.446
P24920,postgresB,1.891,P08307,1.891
P24921,postgresC,5.412,P08307,5.412
P24922,postgresC,8.378,P08307,8.378
P24923,postgresB,5.567,P08308,5.567
P24924,postgresB,1.158,P08308,1.158
P24925,postgresA,1.431,P08308,1.431
P24926,postgresA,8.144,P08309,8.144
P24927,postgresA,1.226,P08309,1.226
P24928,postgresB,3.036,P08309,3.036
P24929,postgresB,6.179,P08310,6.179
P24930,postgresC,7.606,P08310,7.606
P24931,postgresA,7.694,P08310,7.694
P24932,postgresB,2.493,P08311,2.493
P24933,postgresB,8.71,P08311,8.71
P24934,postgresC,0.481,P08311,0.481
P24935,postgresC,8.875,P08312,8.875
P24936,postgresB,4.692,P08312,4.692
P24937,postgresA,6.165,P08312,6.165
P24938,postgresB,3.213,P08313,3.213
P24939,postgresC,7.588,P08313,7.588
P24940,postgresB,8.446,P08313,8.446
P24941,postgresC,8.608,P08314,8.608
P24942,postgresA,1.745,P08314,1.745
P24943,postgresB,3.239,P08314,3.239
P24944,postgresA,5.525,P08315,5.525
P24945,postgresA,3.937,P08315,3.937
P24946,postgresA,8.218,P08315,8.218
P24947,postgresB,5.226,P08316,5.226
P24948,postgresA,2.244,P08316,2.244
P24949,postgresB,1.792,P08316,1.792
P24950,postgresB,3.227,P08317,3.227
P24951,postgresC,0.743,P08317,0.743
P24952,postgresB,3.964,P08317,3.964
P24953,postgresC,0.638,P08318,0.638
P24954,postgresB,2.86,P08318,2.86
P24955,postgresA,9.158,P08318,9.158
P24956,postgresC,3.348,P08319,3.348
P24957,postgresA,6.25,P08319,6.25
P24958,postgresB,2.673,P08319,2.673
P24959,postgresC,6.366,P08320,6.366
P24960,postgresB,3.724,P08320,3.724
P24961,postgresA,2.135,P08320,2.135
P24962,postgresA,8.934,P08321,8.934
P24963,postgresA,4.112,P08321,4.112
P24964,postgresA,2.549,P08321,2.549
P24965,postgresC,1.053,P08322,1.053
P24966,postgresA,6.104,P08322,6.104
P24967,postgresA,1.746,P08322,1.746
P24968,postgresB,9.59,P08323,9.59
P24969,postgresA,7.637,P08323,7.637
P24970,postgresA,9.201,P08323,9.201
P24971,postgresA,3.295,P08324,3.295
P24972,postgresC,6.693,P08324,6.693
P24973,postgresA,2.933,P08324,2.933
P24974,postgresB,6.665,P08325,6.665
P24975,postgresA,4.071,P08325,4.071
P24976,postgresC,1.62,P08325,1.62
P24977,postgresC,6.265,P08326,6.265
P24978,postgresB,4.232,P08326,4.232
P24979,postgresA,0.346,P08326,0.346
P24980,postgresB,5.326,P08327,5.326
P24981,postgresB,9.431,P08327,9.431
P24982,postgresA,5.853,P08327,5.853
P24983,postgresB,8.249,P08328,8.249
P24984,postgresB,0.3,P08328,0.3
P24985,postgresA,3.854,P08328,3.854
P24986,postgresA,8.067,P08329,8.067
P24987,postgresB,4.939,P08329,4.939
P24988,postgresA,4.44,P08329,4.44
P24989,postgresB,1.052,P08330,1.052
P24990,postgresC,0.519,P08330,0.519
P24991,postgresA,8.012,P08330,8.012
P24992,postgresC,9.56,P08331,9.56
P24993,postgresA,4.812,P08331,4.812
P24994,postgresA,2.641,P08331,2.641
P24995,postgresA,9.361,P08332,9.361
P24996,postgresB,0.241,P08332,0.241
P24997,postgresA,2.512,P08332,2.512
P24998,postgresB,2.495,P08333,2.495
P24999,postgresC,7.775,P08333,7.775
P25000,postgresB,0.89,P08333,0.89
P25001,postgresA,7.849,P08334,7.849
P25002,postgresC,0.679,P08334,0.679
P25003,postgresC,6.044,P08334,6.044
P25004,postgresC,0.886,P08335,0.886
P25005,postgresA,5.106,P08335,5.106
P25006,postgresC,4.108,P08335,4.108
P25007,postgresA,1.303,P08336,1.303
P25008,postgresA,1.991,P08336,1.991
P25009,postgresC,7.358,P08336,7.358
P25010,postgresA,4.785,P08337,4.785
P25011,postgresC,4.751,P08337,4.751
P25012,postgresB,2.486,P08337,2.486
P25013,postgresC,5.453,P08338,5.453
P25014,postgresA,6.159,P08338,6.159
P25015,postgresB,1.202,P08338,1.202
P25016,postgresA,6.271,P08339,6.271
P25017,postgresA,8.599,P08339,8.599
P25018,postgresB,7.176,P08339,7.176
P25019,postgresA,8.282,P08340,8.282
P25020,postgresB,9.061,P08340,9.061
P25021,postgresB,8.678,P08340,8.678
P25022,postgresB,2.414,P08341,2.414
P25023,postgresA,8.924,P08341,8.924
P25024,postgresB,0.626,P08341,0.626
P25025,postgresC,5.882,P08342,5.882
P25026,postgresA,9.545,P08342,9.545
P25027,postgresC,5.372,P08342,5.372
P25028,postgresA,9.137,P08343,9.137
P25029,postgresA,5.665,P08343,5.665
P25030,postgresB,9.534,P08343,9.534
P25031,postgresC,5.487,P08344,5.487
P25032,postgresA,0.481,P08344,0.481
P25033,postgresB,1.137,P08344,1.137
P25034,postgresC,6.991,P08345,6.991
P25035,postgresA,3.593,P08345,3.593
P25036,postgresA,8.066,P08345,8.066
P25037,postgresB,0.16,P08346,0.16
P25038,postgresA,4.02,P08346,4.02
P25039,postgresB,9.414,P08346,9.414
P25040,postgresC,4.455,P08347,4.455
P25041,postgresA,3.901,P08347,3.901
P25042,postgresB,9.524,P08347,9.524
P25043,postgresB,1.394,P08348,1.394
P25044,postgresC,7.099,P08348,7.099
P25045,postgresC,6.353,P08348,6.353
P25046,postgresC,9.528,P08349,9.528
P25047,postgresA,8.698,P08349,8.698
P25048,postgresB,5.462,P08349,5.462
P25049,postgresB,8.422,P08350,8.422
P25050,postgresA,1.823,P08350,1.823
P25051,postgresA,9.177,P08350,9.177
P25052,postgresA,4.09,P08351,4.09
P25053,postgresC,2.485,P08351,2.485
P25054,postgresA,6.243,P08351,6.243
P25055,postgresB,1.756,P08352,1.756
P25056,postgresC,6.826,P08352,6.826
P25057,postgresB,6.066,P08352,6.066
P25058,postgresA,9.251,P08353,9.251
P25059,postgresA,0.934,P08353,0.934
P25060,postgresC,9.158,P08353,9.158
P25061,postgresA,7.02,P08354,7.02
P25062,postgresB,8.119,P08354,8.119
P25063,postgresB,1.218,P08354,1.218
P25064,postgresA,8.901,P08355,8.901
P25065,postgresA,8.54,P08355,8.54
P25066,postgresA,9.764,P08355,9.764
P25067,postgresC,4.344,P08356,4.344
P25068,postgresA,0.985,P08356,0.985
P25069,postgresA,1.998,P08356,1.998
P25070,postgresB,4.01,P08357,4.01
P25071,postgresC,0.56,P08357,0.56
P25072,postgresB,9.217,P08357,9.217
P25073,postgresB,9.334,P08358,9.334
P25074,postgresB,4.696,P08358,4.696
P25075,postgresC,9.99,P08358,9.99
P25076,postgresB,7.74,P08359,7.74
P25077,postgresC,4.283,P08359,4.283
P25078,postgresA,2.18,P08359,2.18
P25079,postgresC,8.561,P08360,8.561
P25080,postgresB,3.049,P08360,3.049
P25081,postgresB,8.517,P08360,8.517
P25082,postgresC,3.525,P08361,3.525
P25083,postgresA,8.406,P08361,8.406
P25084,postgresC,0.778,P08361,0.778
P25085,postgresA,9.268,P08362,9.268
P25086,postgresC,9.422,P08362,9.422
P25087,postgresC,1.401,P08362,1.401
P25088,postgresB,8.922,P08363,8.922
P25089,postgresB,9.082,P08363,9.082
P25090,postgresB,8.519,P08363,8.519
P25091,postgresA,2.365,P08364,2.365
P25092,postgresA,7.264,P08364,7.264
P25093,postgresA,4.782,P08364,4.782
P25094,postgresB,4.489,P08365,4.489
P25095,postgresA,4.215,P08365,4.215
P25096,postgresC,0.625,P08365,0.625
P25097,postgresA,9.63,P08366,9.63
P25098,postgresB,0.101,P08366,0.101
P25099,postgresC,2.351,P08366,2.351
P25100,postgresB,1.819,P08367,1.819
P25101,postgresA,5.369,P08367,5.369
P25102,postgresC,3.748,P08367,3.748
P25103,postgresB,5.343,P08368,5.343
P25104,postgresB,5.365,P08368,5.365
P25105,postgresA,8.367,P08368,8.367
P25106,postgresA,2.879,P08369,2.879
P25107,postgresB,0.125,P08369,0.125
P25108,postgresB,5.559,P08369,5.559
P25109,postgresC,5.4,P08370,5.4
P25110,postgresB,8.473,P08370,8.473
P25111,postgresC,3.575,P08370,3.575
P25112,postgresA,4.094,P08371,4.094
P25113,postgresB,2.56,P08371,2.56
P25114,postgresA,6.058,P08371,6.058
P25115,postgresB,7.48,P08372,7.48
P25116,postgresA,6.215,P08372,6.215
P25117,postgresC,3.772,P08372,3.772
P25118,postgresC,9.396,P08373,9.396
P25119,postgresA,5.348,P08373,5.348
P25120,postgresC,6.468,P08373,6.468
P25121,postgresC,1.006,P08374,1.006
P25122,postgresB,9.702,P08374,9.702
P25123,postgresA,5.444,P08374,5.444
P25124,postgresC,7.678,P08375,7.678
P25125,postgresB,3.029,P08375,3.029
P25126,postgresC,1.274,P08375,1.274
P25127,postgresA,4.911,P08376,4.911
P25128,postgresA,5.812,P08376,5.812
P25129,postgresC,6.162,P08376,6.162
P25130,postgresC,0.319,P08377,0.319
P25131,postgresB,6.009,P08377,6.009
P25132,postgresB,1.132,P08377,1.132
P25133,postgresB,2.548,P08378,2.548
P25134,postgresC,7.606,P08378,7.606
P25135,postgresB,7.086,P08378,7.086
P25136,postgresB,5.537,P08379,5.537
P25137,postgresC,2.133,P08379,2.133
P25138,postgresB,7.761,P08379,7.761
P25139,postgresC,6.752,P08380,6.752
P25140,postgresA,1.55,P08380,1.55
P25141,postgresC,3.367,P08380,3.367
P25142,postgresC,3.505,P08381,3.505
P25143,postgresB,9.646,P08381,9.646
P25144,postgresB,0.087,P08381,0.087
P25145,postgresA,8.779,P08382,8.779
P25146,postgresC,7.163,P08382,7.163
P25147,postgresB,6.256,P08382,6.256
P25148,postgresC,0.588,P08383,0.588
P25149,postgresC,3.254,P08383,3.254
P25150,postgresA,8.868,P08383,8.868
P25151,postgresA,2.309,P08384,2.309
P25152,postgresA,8.044,P08384,8.044
P25153,postgresA,6.712,P08384,6.712
P25154,postgresC,0.506,P08385,0.506
P25155,postgresB,5.341,P08385,5.341
P25156,postgresC,3.919,P08385,3.919
P25157,postgresA,8.655,P08386,8.655
P25158,postgresA,3.979,P08386,3.979
P25159,postgresB,4.8,P08386,4.8
P25160,postgresC,3.287,P08387,3.287
P25161,postgresA,1.628,P08387,1.628
P25162,postgresB,0.787,P08387,0.787
P25163,postgresC,2.685,P08388,2.685
P25164,postgresC,3.69,P08388,3.69
P25165,postgresB,9.348,P08388,9.348
P25166,postgresA,4.376,P08389,4.376
P25167,postgresA,2.634,P08389,2.634
P25168,postgresA,2.282,P08389,2.282
P25169,postgresC,4.015,P08390,4.015
P25170,postgresC,1.09,P08390,1.09
P25171,postgresA,2.952,P08390,2.952
P25172,postgresB,3.231,P08391,3.231
P25173,postgresA,0.62,P08391,0.62
P25174,postgresA,3.347,P08391,3.347
P25175,postgresC,6.341,P08392,6.341
P25176,postgresB,2.46,P08392,2.46
P25177,postgresC,9.788,P08392,9.788
P25178,postgresA,6.237,P08393,6.237
P25179,postgresC,0.401,P08393,0.401
P25180,postgresB,7.234,P08393,7.234
P25181,postgresA,0.428,P08394,0.428
P25182,postgresA,6.3,P08394,6.3
P25183,postgresA,8.878,P08394,8.878
P25184,postgresB,7.515,P08395,7.515
P25185,postgresA,9.71,P08395,9.71
P25186,postgresB,1.831,P08395,1.831
P25187,postgresC,9.582,P08396,9.582
P25188,postgresA,7.748,P08396,7.748
P25189,postgresC,3.681,P08396,3.681
P25190,postgresB,8.048,P08397,8.048
P25191,postgresB,0.083,P08397,0.083
P25192,postgresC,6.701,P08397,6.701
P25193,postgresC,5.586,P08398,5.586
P25194,postgresB,9.579,P08398,9.579
P25195,postgresB,2.305,P08398,2.305
P25196,postgresB,6.903,P08399,6.903
P25197,postgresA,4.491,P08399,4.491
P25198,postgresC,0.883,P08399,0.883
P25199,postgresC,9.097,P08400,9.097
P25200,postgresC,2.205,P08400,2.205
P25201,postgresA,1.487,P08400,1.487
P25202,postgresA,2.491,P08401,2.491
P25203,postgresC,1.067,P08401,1.067
P25204,postgresA,1.429,P08401,1.429
P25205,postgresB,1.838,P08402,1.838
P25206,postgresB,2.448,P08402,2.448
P25207,postgresA,9.676,P08402,9.676
P25208,postgresA,0.224,P08403,0.224
P25209,postgresB,1.181,P08403,1.181
P25210,postgresB,1.204,P08403,1.204
P25211,postgresA,3.406,P08404,3.406
P25212,postgresB,4.533,P08404,4.533
P25213,postgresB,7.217,P08404,7.217
P25214,postgresB,7.728,P08405,7.728
P25215,postgresA,9.765,P08405,9.765
P25216,postgresB,1.307,P08405,1.307
P25217,postgresA,7.524,P08406,7.524
P25218,postgresA,9.159,P08406,9.159
P25219,postgresB,4.232,P08406,4.232
P25220,postgresC,6.065,P08407,6.065
P25221,postgresC,3.093,P08407,3.093
P25222,postgresC,3.11,P08407,3.11
P25223,postgresB,9.05,P08408,9.05
P25224,postgresC,3.392,P08408,3.392
P25225,postgresA,1.134,P08408,1.134
P25226,postgresC,4.387,P08409,4.387
P25227,postgresB,3.508,P08409,3.508
P25228,postgresA,0.76,P08409,0.76
P25229,postgresA,1.778,P08410,1.778
P25230,postgresB,3.488,P08410,3.488
P25231,postgresA,7.42,P08410,7.42
P25232,postgresB,0.434,P08411,0.434
P25233,postgresC,6.986,P08411,6.986
P25234,postgresA,5.357,P08411,5.357
P25235,postgresB,8.777,P08412,8.777
P25236,postgresC,2.117,P08412,2.117
P25237,postgresC,4.881,P08412,4.881
P25238,postgresB,7.484,P08413,7.484
P25239,postgresB,4.029,P08413,4.029
P25240,postgresC,3.636,P08413,3.636
P25241,postgresA,5.836,P08414,5.836
P25242,postgresA,6.407,P08414,6.407
P25243,postgresA,4.209,P08414,4.209
P25244,postgresA,1.03,P08415,1.03
P25245,postgresA,5.536,P08415,5.536
P25246,postgresA,8.597,P08415,8.597
P25247,postgresB,0.941,P08416,0.941
P25248,postgresC,2.88,P08416,2.88
P25249,postgresB,8.903,P08416,8.903
P25250,postgresB,9.539,P08417,9.539
P25251,postgresB,7.577,P08417,7.577
P25252,postgresC,9.157,P08417,9.157
P25253,postgresA,6.352,P08418,6.352
P25254,postgresA,4.377,P08418,4.377
P25255,postgresA,3.96,P08418,3.96
P25256,postgresB,1.739,P08419,1.739
P25257,postgresC,3.956,P08419,3.956
P25258,postgresC,9.981,P08419,9.981
P25259,postgresC,1.713,P08420,1.713
P25260,postgresA,7.992,P08420,7.992
P25261,postgresC,1.139,P08420,1.139
P25262,postgresA,9.614,P08421,9.614
P25263,postgresA,6.262,P08421,6.262
P25264,postgresA,8.462,P08421,8.462
P25265,postgresA,9.279,P08422,9.279
P25266,postgresC,6.321,P08422,6.321
P25267,postgresA,2.884,P08422,2.884
P25268,postgresC,4.584,P08423,4.584
P25269,postgresB,8.863,P08423,8.863
P25270,postgresB,5.348,P08423,5.348
P25271,postgresA,8.043,P08424,8.043
P25272,postgresC,6.588,P08424,6.588
P25273,postgresC,8.141,P08424,8.141
P25274,postgresB,5.327,P08425,5.327
P25275,postgresA,6.261,P08425,6.261
P25276,postgresC,3.906,P08425,3.906
P25277,postgresB,4.75,P08426,4.75
P25278,postgresB,2.097,P08426,2.097
P25279,postgresB,5.304,P08426,5.304
P25280,postgresA,1.15,P08427,1.15
P25281,postgresC,0.629,P08427,0.629
P25282,postgresC,3.491,P08427,3.491
P25283,postgresB,1.612,P08428,1.612
P25284,postgresB,7.194,P08428,7.194
P25285,postgresC,2.847,P08428,2.847
P25286,postgresA,0.792,P08429,0.792
P25287,postgresA,2.515,P08429,2.515
P25288,postgresA,2.138,P08429,2.138
P25289,postgresA,0.216,P08430,0.216
P25290,postgresB,7.518,P08430,7.518
P25291,postgresB,5.845,P08430,5.845
P25292,postgresC,8.957,P08431,8.957
P25293,postgresB,3.96,P08431,3.96
P25294,postgresC,5.775,P08431,5.775
P25295,postgresC,0.024,P08432,0.024
P25296,postgresC,6.764,P08432,6.764
P25297,postgresA,3.766,P08432,3.766
P25298,postgresB,7.562,P08433,7.562
P25299,postgresA,5.759,P08433,5.759
P25300,postgresC,0.144,P08433,0.144
P25301,postgresA,2.82,P08434,2.82
P25302,postgresB,8.363,P08434,8.363
P25303,postgresC,5.196,P08434,5.196
P25304,postgresB,6.406,P08435,6.406
P25305,postgresC,0.827,P08435,0.827
P25306,postgresB,6.264,P08435,6.264
P25307,postgresA,8.047,P08436,8.047
P25308,postgresA,2.767,P08436,2.767
P25309,postgresB,2.961,P08436,2.961
P25310,postgresC,3.48,P08437,3.48
P25311,postgresC,7.379,P08437,7.379
P25312,postgresB,6.547,P08437,6.547
P25313,postgresA,2.352,P08438,2.352
P25314,postgresC,6.48,P08438,6.48
P25315,postgresC,0.899,P08438,0.899
P25316,postgresC,4.127,P08439,4.127
P25317,postgresB,0.369,P08439,0.369
P25318,postgresA,1.288,P08439,1.288
P25319,postgresB,2.966,P08440,2.966
P25320,postgresC,1.754,P08440,1.754
P25321,postgresA,4.295,P08440,4.295
P25322,postgresA,1.037,P08441,1.037
P25323,postgresC,1.293,P08441,1.293
P25324,postgresB,6.803,P08441,6.803
P25325,postgresB,9.597,P08442,9.597
P25326,postgresC,0.215,P08442,0.215
P25327,postgresA,2.47,P08442,2.47
P25328,postgresB,0.014,P08443,0.014
P25329,postgresC,7.443,P08443,7.443
P25330,postgresB,5.077,P08443,5.077
P25331,postgresA,8.15,P08444,8.15
P25332,postgresC,2.99,P08444,2.99
P25333,postgresB,0.236,P08444,0.236
P25334,postgresA,8.05,P08445,8.05
P25335,postgresA,2.692,P08445,2.692
P25336,postgresC,5.751,P08445,5.751
P25337,postgresA,8.062,P08446,8.062
P25338,postgresC,3.687,P08446,3.687
P25339,postgresA,9.678,P08446,9.678
P25340,postgresC,8.955,P08447,8.955
P25341,postgresC,0.319,P08447,0.319
P25342,postgresA,8.656,P08447,8.656
P25343,postgresB,1.598,P08448,1.598
P25344,postgresB,3.422,P08448,3.422
P25345,postgresB,1.091,P08448,1.091
P25346,postgresC,8.052,P08449,8.052
P25347,postgresC,2.778,P08449,2.778
P25348,postgresC,2.503,P08449,2.503
P25349,postgresA,6.042,P08450,6.042
P25350,postgresB,6.133,P08450,6.133
P25351,postgresC,8.324,P08450,8.324
P25352,postgresB,8.776,P08451,8.776
P25353,postgresA,7.66,P08451,7.66
P25354,postgresA,6.232,P08451,6.232
P25355,postgresC,9.753,P08452,9.753
P25356,postgresC,1.653,P08452,1.653
P25357,postgresC,2.971,P08452,2.971
P25358,postgresB,6.669,P08453,6.669
P25359,postgresC,9.897,P08453,9.897
P25360,postgresB,6.736,P08453,6.736
P25361,postgresB,5.308,P08454,5.308
P25362,postgresB,7.063,P08454,7.063
P25363,postgresC,5.053,P08454,5.053
P25364,postgresB,3.165,P08455,3.165
P25365,postgresB,6.508,P08455,6.508
P25366,postgresB,5.443,P08455,5.443
P25367,postgresA,6.41,P08456,6.41
P25368,postgresA,4.554,P08456,4.554
P25369,postgresB,4.044,P08456,4.044
P25370,postgresB,6.055,P08457,6.055
P25371,postgresC,7.357,P08457,7.357
P25372,postgresC,5.151,P08457,5.151
P25373,postgresB,0.591,P08458,0.591
P25374,postgresB,5.075,P08458,5.075
P25375,postgresC,7.316,P08458,7.316
P25376,postgresC,4.763,P08459,4.763
P25377,postgresC,7.301,P08459,7.301
P25378,postgresA,1.451,P08459,1.451
P25379,postgresC,8.7,P08460,8.7
P25380,postgresA,2.369,P08460,2.369
P25381,postgresB,2.997,P08460,2.997
P25382,postgresC,0.69,P08461,0.69
P25383,postgresB,6.334,P08461,6.334
P25384,postgresA,5.408,P08461,5.408
P25385,postgresA,3.161,P08462,3.161
P25386,postgresA,2.583,P08462,2.583
P25387,postgresA,9.564,P08462,9.564
P25388,postgresC,8.463,P08463,8.463
P25389,postgresA,1.527,P08463,1.527
P25390,postgresB,7.936,P08463,7.936
P25391,postgresB,1.911,P08464,1.911
P25392,postgresB,7.914,P08464,7.914
P25393,postgresB,9.068,P08464,9.068
P25394,postgresB,0.942,P08465,0.942
P25395,postgresB,6.465,P08465,6.465
P25396,postgresA,2.278,P08465,2.278
P25397,postgresC,1.399,P08466,1.399
P25398,postgresB,2.617,P08466,2.617
P25399,postgresA,1.825,P08466,1.825
P25400,postgresC,4.553,P08467,4.553
P25401,postgresA,0.321,P08467,0.321
P25402,postgresC,5.846,P08467,5.846
P25403,postgresA,7.574,P08468,7.574
P25404,postgresB,3.166,P08468,3.166
P25405,postgresB,2.018,P08468,2.018
P25406,postgresA,6.203,P08469,6.203
P25407,postgresB,9.098,P08469,9.098
P25408,postgresC,5.042,P08469,5.042
P25409,postgresB,9.163,P08470,9.163
P25410,postgresA,9.022,P08470,9.022
P25411,postgresC,0.756,P08470,0.756
P25412,postgresA,4.574,P08471,4.574
P25413,postgresA,5.669,P08471,5.669
P25414,postgresB,5.773,P08471,5.773
P25415,postgresA,2.863,P08472,2.863
P25416,postgresC,0.712,P08472,0.712
P25417,postgresC,7.971,P08472,7.971
P25418,postgresB,4.259,P08473,4.259
P25419,postgresC,3.469,P08473,3.469
P25420,postgresA,9.477,P08473,9.477
P25421,postgresB,4.421,P08474,4.421
P25422,postgresB,9.462,P08474,9.462
P25423,postgresB,8.615,P08474,8.615
P25424,postgresC,7.173,P08475,7.173
P25425,postgresC,6.442,P08475,6.442
P25426,postgresB,9.118,P08475,9.118
P25427,postgresC,1.55,P08476,1.55
P25428,postgresA,9.747,P08476,9.747
P25429,postgresB,6.467,P08476,6.467
P25430,postgresC,4.673,P08477,4.673
P25431,postgresC,1.683,P08477,1.683
P25432,postgresA,5.905,P08477,5.905
P25433,postgresA,9.239,P08478,9.239
P25434,postgresB,9.828,P08478,9.828
P25435,postgresA,7.167,P08478,7.167
P25436,postgresC,4.278,P08479,4.278
P25437,postgresC,2.241,P08479,2.241
P25438,postgresA,9.414,P08479,9.414
P25439,postgresA,2.472,P08480,2.472
