partsid,datalink,parents_partsid
P08179,postgresB,P02726
P08180,postgresA,P02727
P08181,postgresB,P02727
P08182,postgresA,P02727
P08183,postgresC,P02728
P08184,postgresC,P02728
P08185,postgresC,P02728
P08186,postgresA,P02729
P08187,postgresC,P02729
P08188,postgresA,P02729
P08189,postgresA,P02730
P08190,postgresA,P02730
P08191,postgresC,P02730
P08192,postgresC,P02731
P08193,postgresC,P02731
P08194,postgresA,P02731
P08195,postgresC,P02732
P08196,postgresC,P02732
P08197,postgresC,P02732
P08198,postgresA,P02733
P08199,postgresC,P02733
P08200,postgresC,P02733
P08201,postgresC,P02734
P08202,postgresB,P02734
P08203,postgresC,P02734
P08204,postgresC,P02735
P08205,postgresA,P02735
P08206,postgresB,P02735
P08207,postgresA,P02736
P08208,postgresC,P02736
P08209,postgresC,P02736
P08210,postgresA,P02737
P08211,postgresC,P02737
P08212,postgresC,P02737
P08213,postgresB,P02738
P08214,postgresC,P02738
P08215,postgresC,P02738
P08216,postgresB,P02739
P08217,postgresB,P02739
P08218,postgresC,P02739
P08219,postgresB,P02740
P08220,postgresC,P02740
P08221,postgresB,P02740
P08222,postgresA,P02741
P08223,postgresA,P02741
P08224,postgresB,P02741
P08225,postgresC,P02742
P08226,postgresB,P02742
P08227,postgresB,P02742
P08228,postgresA,P02743
P08229,postgresB,P02743
P08230,postgresC,P02743
P08231,postgresC,P02744
P08232,postgresB,P02744
P08233,postgresA,P02744
P08234,postgresA,P02745
P08235,postgresB,P02745
P08236,postgresC,P02745
P08237,postgresC,P02746
P08238,postgresC,P02746
P08239,postgresB,P02746
P08240,postgresB,P02747
P08241,postgresA,P02747
P08242,postgresA,P02747
P08243,postgresA,P02748
P08244,postgresA,P02748
P08245,postgresA,P02748
P08246,postgresB,P02749
P08247,postgresB,P02749
P08248,postgresB,P02749
P08249,postgresC,P02750
P08250,postgresC,P02750
P08251,postgresB,P02750
P08252,postgresB,P02751
P08253,postgresB,P02751
P08254,postgresA,P02751
P08255,postgresA,P02752
P08256,postgresA,P02752
P08257,postgresB,P02752
P08258,postgresA,P02753
P08259,postgresB,P02753
P08260,postgresB,P02753
P08261,postgresC,P02754
P08262,postgresB,P02754
P08263,postgresC,P02754
P08264,postgresB,P02755
P08265,postgresC,P02755
P08266,postgresC,P02755
P08267,postgresC,P02756
P08268,postgresA,P02756
P08269,postgresB,P02756
P08270,postgresC,P02757
P08271,postgresA,P02757
P08272,postgresC,P02757
P08273,postgresC,P02758
P08274,postgresA,P02758
P08275,postgresB,P02758
P08276,postgresC,P02759
P08277,postgresB,P02759
P08278,postgresB,P02759
P08279,postgresB,P02760
P08280,postgresA,P02760
P08281,postgresA,P02760
P08282,postgresB,P02761
P08283,postgresB,P02761
P08284,postgresC,P02761
P08285,postgresA,P02762
P08286,postgresB,P02762
P08287,postgresA,P02762
P08288,postgresB,P02763
P08289,postgresA,P02763
P08290,postgresC,P02763
P08291,postgresB,P02764
P08292,postgresB,P02764
P08293,postgresB,P02764
P08294,postgresB,P02765
P08295,postgresB,P02765
P08296,postgresA,P02765
P08297,postgresB,P02766
P08298,postgresC,P02766
P08299,postgresC,P02766
P08300,postgresB,P02767
P08301,postgresB,P02767
P08302,postgresC,P02767
P08303,postgresC,P02768
P08304,postgresC,P02768
P08305,postgresC,P02768
P08306,postgresB,P02769
P08307,postgresA,P02769
P08308,postgresC,P02769
P08309,postgresB,P02770
P08310,postgresB,P02770
P08311,postgresC,P02770
P08312,postgresB,P02771
P08313,postgresC,P02771
P08314,postgresA,P02771
P08315,postgresB,P02772
P08316,postgresC,P02772
P08317,postgresB,P02772
P08318,postgresB,P02773
P08319,postgresC,P02773
P08320,postgresC,P02773
P08321,postgresA,P02774
P08322,postgresA,P02774
P08323,postgresC,P02774
P08324,postgresC,P02775
P08325,postgresC,P02775
P08326,postgresC,P02775
P08327,postgresB,P02776
P08328,postgresA,P02776
P08329,postgresC,P02776
P08330,postgresB,P02777
P08331,postgresC,P02777
P08332,postgresC,P02777
P08333,postgresB,P02778
P08334,postgresB,P02778
P08335,postgresA,P02778
P08336,postgresC,P02779
P08337,postgresC,P02779
P08338,postgresC,P02779
P08339,postgresB,P02780
P08340,postgresB,P02780
P08341,postgresC,P02780
P08342,postgresB,P02781
P08343,postgresB,P02781
P08344,postgresC,P02781
P08345,postgresA,P02782
P08346,postgresA,P02782
P08347,postgresA,P02782
P08348,postgresA,P02783
P08349,postgresC,P02783
P08350,postgresC,P02783
P08351,postgresC,P02784
P08352,postgresA,P02784
P08353,postgresC,P02784
P08354,postgresB,P02785
P08355,postgresA,P02785
P08356,postgresB,P02785
P08357,postgresB,P02786
P08358,postgresA,P02786
P08359,postgresA,P02786
P08360,postgresC,P02787
P08361,postgresB,P02787
P08362,postgresC,P02787
P08363,postgresA,P02788
P08364,postgresB,P02788
P08365,postgresA,P02788
P08366,postgresA,P02789
P08367,postgresB,P02789
P08368,postgresC,P02789
P08369,postgresC,P02790
P08370,postgresC,P02790
P08371,postgresC,P02790
P08372,postgresC,P02791
P08373,postgresC,P02791
P08374,postgresB,P02791
P08375,postgresA,P02792
P08376,postgresA,P02792
P08377,postgresC,P02792
P08378,postgresC,P02793
P08379,postgresA,P02793
P08380,postgresA,P02793
P08381,postgresC,P02794
P08382,postgresA,P02794
P08383,postgresC,P02794
P08384,postgresA,P02795
P08385,postgresC,P02795
P08386,postgresB,P02795
P08387,postgresC,P02796
P08388,postgresC,P02796
P08389,postgresA,P02796
P08390,postgresA,P02797
P08391,postgresA,P02797
P08392,postgresC,P02797
P08393,postgresC,P02798
P08394,postgresC,P02798
P08395,postgresA,P02798
P08396,postgresA,P02799
P08397,postgresC,P02799
P08398,postgresB,P02799
P08399,postgresB,P02800
P08400,postgresC,P02800
P08401,postgresA,P02800
P08402,postgresB,P02801
P08403,postgresC,P02801
P08404,postgresB,P02801
P08405,postgresC,P02802
P08406,postgresB,P02802
P08407,postgresC,P02802
P08408,postgresC,P02803
P08409,postgresB,P02803
P08410,postgresC,P02803
P08411,postgresA,P02804
P08412,postgresC,P02804
P08413,postgresB,P02804
P08414,postgresB,P02805
P08415,postgresA,P02805
P08416,postgresB,P02805
P08417,postgresA,P02806
P08418,postgresC,P02806
P08419,postgresC,P02806
P08420,postgresB,P02807
P08421,postgresC,P02807
P08422,postgresB,P02807
P08423,postgresA,P02808
P08424,postgresA,P02808
P08425,postgresC,P02808
P08426,postgresB,P02809
P08427,postgresA,P02809
P08428,postgresB,P02809
P08429,postgresC,P02810
P08430,postgresB,P02810
P08431,postgresC,P02810
P08432,postgresB,P02811
P08433,postgresC,P02811
P08434,postgresA,P02811
P08435,postgresB,P02812
P08436,postgresB,P02812
P08437,postgresC,P02812
P08438,postgresA,P02813
P08439,postgresB,P02813
P08440,postgresA,P02813
P08441,postgresC,P02814
P08442,postgresB,P02814
P08443,postgresA,P02814
P08444,postgresA,P02815
P08445,postgresB,P02815
P08446,postgresC,P02815
P08447,postgresC,P02816
P08448,postgresA,P02816
P08449,postgresA,P02816
P08450,postgresA,P02817
P08451,postgresC,P02817
P08452,postgresB,P02817
P08453,postgresB,P02818
P08454,postgresA,P02818
P08455,postgresC,P02818
P08456,postgresB,P02819
P08457,postgresC,P02819
P08458,postgresA,P02819
P08459,postgresA,P02820
P08460,postgresC,P02820
P08461,postgresC,P02820
P08462,postgresC,P02821
P08463,postgresB,P02821
P08464,postgresB,P02821
P08465,postgresC,P02822
P08466,postgresC,P02822
P08467,postgresC,P02822
P08468,postgresB,P02823
P08469,postgresC,P02823
P08470,postgresA,P02823
P08471,postgresA,P02824
P08472,postgresC,P02824
P08473,postgresB,P02824
P08474,postgresC,P02825
P08475,postgresA,P02825
P08476,postgresB,P02825
P08477,postgresB,P02826
P08478,postgresC,P02826
P08479,postgresC,P02826
P08480,postgresB,P02827
P08481,postgresA,P02827
P08482,postgresB,P02827
P08483,postgresB,P02828
P08484,postgresA,P02828
P08485,postgresA,P02828
P08486,postgresC,P02829
P08487,postgresB,P02829
P08488,postgresC,P02829
P08489,postgresC,P02830
P08490,postgresB,P02830
P08491,postgresB,P02830
P08492,postgresA,P02831
P08493,postgresA,P02831
P08494,postgresC,P02831
P08495,postgresC,P02832
P08496,postgresC,P02832
P08497,postgresB,P02832
P08498,postgresA,P02833
P08499,postgresC,P02833
P08500,postgresB,P02833
P08501,postgresB,P02834
P08502,postgresA,P02834
P08503,postgresA,P02834
P08504,postgresC,P02835
P08505,postgresC,P02835
P08506,postgresC,P02835
P08507,postgresA,P02836
P08508,postgresA,P02836
P08509,postgresA,P02836
P08510,postgresA,P02837
P08511,postgresB,P02837
P08512,postgresA,P02837
P08513,postgresB,P02838
P08514,postgresA,P02838
P08515,postgresC,P02838
P08516,postgresB,P02839
P08517,postgresB,P02839
P08518,postgresC,P02839
P08519,postgresB,P02840
P08520,postgresC,P02840
P08521,postgresC,P02840
P08522,postgresC,P02841
P08523,postgresC,P02841
P08524,postgresA,P02841
P08525,postgresC,P02842
P08526,postgresC,P02842
P08527,postgresC,P02842
P08528,postgresB,P02843
P08529,postgresA,P02843
P08530,postgresC,P02843
P08531,postgresC,P02844
P08532,postgresC,P02844
P08533,postgresA,P02844
P08534,postgresB,P02845
P08535,postgresC,P02845
P08536,postgresB,P02845
P08537,postgresC,P02846
P08538,postgresA,P02846
P08539,postgresA,P02846
P08540,postgresB,P02847
P08541,postgresA,P02847
P08542,postgresA,P02847
P08543,postgresC,P02848
P08544,postgresB,P02848
P08545,postgresB,P02848
P08546,postgresC,P02849
P08547,postgresA,P02849
P08548,postgresC,P02849
P08549,postgresA,P02850
P08550,postgresC,P02850
P08551,postgresB,P02850
P08552,postgresB,P02851
P08553,postgresB,P02851
P08554,postgresB,P02851
P08555,postgresB,P02852
P08556,postgresA,P02852
P08557,postgresC,P02852
P08558,postgresB,P02853
P08559,postgresA,P02853
P08560,postgresB,P02853
P08561,postgresB,P02854
P08562,postgresA,P02854
P08563,postgresC,P02854
P08564,postgresC,P02855
P08565,postgresB,P02855
P08566,postgresB,P02855
P08567,postgresA,P02856
P08568,postgresA,P02856
P08569,postgresB,P02856
P08570,postgresC,P02857
P08571,postgresC,P02857
P08572,postgresC,P02857
P08573,postgresC,P02858
P08574,postgresC,P02858
P08575,postgresC,P02858
P08576,postgresB,P02859
P08577,postgresC,P02859
P08578,postgresB,P02859
P08579,postgresC,P02860
P08580,postgresB,P02860
P08581,postgresA,P02860
P08582,postgresC,P02861
P08583,postgresB,P02861
P08584,postgresC,P02861
P08585,postgresC,P02862
P08586,postgresA,P02862
P08587,postgresB,P02862
P08588,postgresA,P02863
P08589,postgresC,P02863
P08590,postgresB,P02863
P08591,postgresA,P02864
P08592,postgresB,P02864
P08593,postgresC,P02864
P08594,postgresC,P02865
P08595,postgresC,P02865
P08596,postgresB,P02865
P08597,postgresA,P02866
P08598,postgresA,P02866
P08599,postgresB,P02866
P08600,postgresC,P02867
P08601,postgresB,P02867
P08602,postgresB,P02867
P08603,postgresB,P02868
P08604,postgresC,P02868
P08605,postgresB,P02868
P08606,postgresA,P02869
P08607,postgresC,P02869
P08608,postgresA,P02869
P08609,postgresB,P02870
P08610,postgresA,P02870
P08611,postgresC,P02870
P08612,postgresA,P02871
P08613,postgresA,P02871
P08614,postgresA,P02871
P08615,postgresA,P02872
P08616,postgresA,P02872
P08617,postgresA,P02872
P08618,postgresB,P02873
P08619,postgresB,P02873
P08620,postgresC,P02873
P08621,postgresC,P02874
P08622,postgresC,P02874
P08623,postgresA,P02874
P08624,postgresC,P02875
P08625,postgresC,P02875
P08626,postgresB,P02875
P08627,postgresA,P02876
P08628,postgresA,P02876
P08629,postgresA,P02876
P08630,postgresC,P02877
P08631,postgresC,P02877
P08632,postgresC,P02877
P08633,postgresB,P02878
P08634,postgresA,P02878
P08635,postgresB,P02878
P08636,postgresC,P02879
P08637,postgresC,P02879
P08638,postgresC,P02879
P08639,postgresB,P02880
P08640,postgresC,P02880
P08641,postgresA,P02880
P08642,postgresC,P02881
P08643,postgresB,P02881
P08644,postgresC,P02881
P08645,postgresB,P02882
P08646,postgresB,P02882
P08647,postgresC,P02882
P08648,postgresB,P02883
P08649,postgresB,P02883
P08650,postgresC,P02883
P08651,postgresB,P02884
P08652,postgresC,P02884
P08653,postgresB,P02884
P08654,postgresB,P02885
P08655,postgresA,P02885
P08656,postgresB,P02885
P08657,postgresC,P02886
P08658,postgresB,P02886
P08659,postgresB,P02886
P08660,postgresC,P02887
P08661,postgresC,P02887
P08662,postgresA,P02887
P08663,postgresA,P02888
P08664,postgresC,P02888
P08665,postgresB,P02888
P08666,postgresB,P02889
P08667,postgresB,P02889
P08668,postgresC,P02889
P08669,postgresB,P02890
P08670,postgresA,P02890
P08671,postgresB,P02890
P08672,postgresB,P02891
P08673,postgresC,P02891
P08674,postgresA,P02891
P08675,postgresB,P02892
P08676,postgresC,P02892
P08677,postgresA,P02892
P08678,postgresC,P02893
P08679,postgresC,P02893
P08680,postgresA,P02893
P08681,postgresA,P02894
P08682,postgresC,P02894
P08683,postgresB,P02894
P08684,postgresA,P02895
P08685,postgresA,P02895
P08686,postgresC,P02895
P08687,postgresB,P02896
P08688,postgresB,P02896
P08689,postgresC,P02896
P08690,postgresC,P02897
P08691,postgresA,P02897
P08692,postgresB,P02897
P08693,postgresB,P02898
P08694,postgresA,P02898
P08695,postgresB,P02898
P08696,postgresC,P02899
P08697,postgresB,P02899
P08698,postgresA,P02899
P08699,postgresC,P02900
P08700,postgresC,P02900
P08701,postgresA,P02900
P08702,postgresA,P02901
P08703,postgresA,P02901
P08704,postgresB,P02901
P08705,postgresB,P02902
P08706,postgresA,P02902
P08707,postgresA,P02902
P08708,postgresB,P02903
P08709,postgresC,P02903
P08710,postgresA,P02903
P08711,postgresB,P02904
P08712,postgresA,P02904
P08713,postgresA,P02904
P08714,postgresB,P02905
P08715,postgresB,P02905
P08716,postgresA,P02905
P08717,postgresA,P02906
P08718,postgresC,P02906
P08719,postgresA,P02906
P08720,postgresC,P02907
P08721,postgresC,P02907
P08722,postgresB,P02907
P08723,postgresA,P02908
P08724,postgresB,P02908
P08725,postgresC,P02908
P08726,postgresC,P02909
P08727,postgresB,P02909
P08728,postgresA,P02909
P08729,postgresA,P02910
P08730,postgresA,P02910
P08731,postgresC,P02910
P08732,postgresA,P02911
P08733,postgresB,P02911
P08734,postgresC,P02911
P08735,postgresC,P02912
P08736,postgresC,P02912
P08737,postgresB,P02912
P08738,postgresA,P02913
P08739,postgresB,P02913
P08740,postgresA,P02913
P08741,postgresB,P02914
P08742,postgresB,P02914
P08743,postgresA,P02914
P08744,postgresA,P02915
P08745,postgresC,P02915
P08746,postgresB,P02915
P08747,postgresA,P02916
P08748,postgresC,P02916
P08749,postgresC,P02916
P08750,postgresC,P02917
P08751,postgresC,P02917
P08752,postgresA,P02917
P08753,postgresC,P02918
P08754,postgresA,P02918
P08755,postgresA,P02918
P08756,postgresA,P02919
P08757,postgresA,P02919
P08758,postgresA,P02919
P08759,postgresA,P02920
P08760,postgresA,P02920
P08761,postgresA,P02920
P08762,postgresA,P02921
P08763,postgresA,P02921
P08764,postgresC,P02921
P08765,postgresA,P02922
P08766,postgresA,P02922
P08767,postgresA,P02922
P08768,postgresA,P02923
P08769,postgresC,P02923
P08770,postgresA,P02923
P08771,postgresC,P02924
P08772,postgresA,P02924
P08773,postgresC,P02924
P08774,postgresB,P02925
P08775,postgresC,P02925
P08776,postgresA,P02925
P08777,postgresC,P02926
P08778,postgresB,P02926
P08779,postgresA,P02926
P08780,postgresB,P02927
P08781,postgresC,P02927
P08782,postgresA,P02927
P08783,postgresB,P02928
P08784,postgresB,P02928
P08785,postgresC,P02928
P08786,postgresC,P02929
P08787,postgresC,P02929
P08788,postgresB,P02929
P08789,postgresB,P02930
P08790,postgresB,P02930
P08791,postgresC,P02930
P08792,postgresA,P02931
P08793,postgresC,P02931
P08794,postgresB,P02931
P08795,postgresB,P02932
P08796,postgresC,P02932
P08797,postgresC,P02932
P08798,postgresB,P02933
P08799,postgresA,P02933
P08800,postgresB,P02933
P08801,postgresC,P02934
P08802,postgresB,P02934
P08803,postgresA,P02934
P08804,postgresB,P02935
P08805,postgresA,P02935
P08806,postgresC,P02935
P08807,postgresC,P02936
P08808,postgresB,P02936
P08809,postgresB,P02936
P08810,postgresB,P02937
P08811,postgresA,P02937
P08812,postgresB,P02937
P08813,postgresC,P02938
P08814,postgresC,P02938
P08815,postgresC,P02938
P08816,postgresB,P02939
P08817,postgresC,P02939
P08818,postgresC,P02939
P08819,postgresB,P02940
P08820,postgresB,P02940
P08821,postgresA,P02940
P08822,postgresA,P02941
P08823,postgresB,P02941
P08824,postgresA,P02941
P08825,postgresB,P02942
P08826,postgresB,P02942
P08827,postgresA,P02942
P08828,postgresA,P02943
P08829,postgresB,P02943
P08830,postgresC,P02943
P08831,postgresC,P02944
P08832,postgresA,P02944
P08833,postgresB,P02944
P08834,postgresB,P02945
P08835,postgresA,P02945
P08836,postgresA,P02945
P08837,postgresB,P02946
P08838,postgresC,P02946
P08839,postgresA,P02946
P08840,postgresB,P02947
P08841,postgresA,P02947
P08842,postgresC,P02947
P08843,postgresC,P02948
P08844,postgresA,P02948
P08845,postgresA,P02948
P08846,postgresB,P02949
P08847,postgresB,P02949
P08848,postgresB,P02949
P08849,postgresB,P02950
P08850,postgresC,P02950
P08851,postgresB,P02950
P08852,postgresB,P02951
P08853,postgresB,P02951
P08854,postgresC,P02951
P08855,postgresC,P02952
P08856,postgresC,P02952
P08857,postgresA,P02952
P08858,postgresB,P02953
P08859,postgresA,P02953
P08860,postgresB,P02953
P08861,postgresA,P02954
P08862,postgresC,P02954
P08863,postgresC,P02954
P08864,postgresB,P02955
P08865,postgresB,P02955
P08866,postgresA,P02955
P08867,postgresC,P02956
P08868,postgresC,P02956
P08869,postgresB,P02956
P08870,postgresB,P02957
P08871,postgresA,P02957
P08872,postgresA,P02957
P08873,postgresB,P02958
P08874,postgresA,P02958
P08875,postgresB,P02958
P08876,postgresB,P02959
P08877,postgresB,P02959
P08878,postgresB,P02959
P08879,postgresB,P02960
P08880,postgresB,P02960
P08881,postgresB,P02960
P08882,postgresC,P02961
P08883,postgresB,P02961
P08884,postgresC,P02961
P08885,postgresB,P02962
P08886,postgresA,P02962
P08887,postgresB,P02962
P08888,postgresC,P02963
P08889,postgresB,P02963
P08890,postgresA,P02963
P08891,postgresA,P02964
P08892,postgresC,P02964
P08893,postgresA,P02964
P08894,postgresC,P02965
P08895,postgresB,P02965
P08896,postgresB,P02965
P08897,postgresA,P02966
P08898,postgresC,P02966
P08899,postgresA,P02966
P08900,postgresA,P02967
P08901,postgresC,P02967
P08902,postgresC,P02967
P08903,postgresB,P02968
P08904,postgresC,P02968
P08905,postgresB,P02968
P08906,postgresB,P02969
P08907,postgresA,P02969
P08908,postgresC,P02969
P08909,postgresC,P02970
P08910,postgresC,P02970
P08911,postgresC,P02970
P08912,postgresB,P02971
P08913,postgresA,P02971
P08914,postgresC,P02971
P08915,postgresB,P02972
P08916,postgresA,P02972
P08917,postgresB,P02972
P08918,postgresC,P02973
P08919,postgresA,P02973
P08920,postgresA,P02973
P08921,postgresC,P02974
P08922,postgresA,P02974
P08923,postgresA,P02974
P08924,postgresB,P02975
P08925,postgresA,P02975
P08926,postgresA,P02975
P08927,postgresA,P02976
P08928,postgresC,P02976
P08929,postgresC,P02976
P08930,postgresA,P02977
P08931,postgresC,P02977
P08932,postgresC,P02977
P08933,postgresC,P02978
P08934,postgresC,P02978
P08935,postgresC,P02978
P08936,postgresA,P02979
P08937,postgresC,P02979
P08938,postgresC,P02979
P08939,postgresA,P02980
P08940,postgresB,P02980
P08941,postgresA,P02980
P08942,postgresA,P02981
P08943,postgresB,P02981
P08944,postgresB,P02981
P08945,postgresA,P02982
P08946,postgresA,P02982
P08947,postgresB,P02982
P08948,postgresB,P02983
P08949,postgresC,P02983
P08950,postgresA,P02983
P08951,postgresB,P02984
P08952,postgresC,P02984
P08953,postgresA,P02984
P08954,postgresC,P02985
P08955,postgresC,P02985
P08956,postgresC,P02985
P08957,postgresC,P02986
P08958,postgresB,P02986
P08959,postgresB,P02986
P08960,postgresB,P02987
P08961,postgresC,P02987
P08962,postgresA,P02987
P08963,postgresB,P02988
P08964,postgresC,P02988
P08965,postgresA,P02988
P08966,postgresC,P02989
P08967,postgresB,P02989
P08968,postgresB,P02989
P08969,postgresC,P02990
P08970,postgresC,P02990
P08971,postgresB,P02990
P08972,postgresA,P02991
P08973,postgresA,P02991
P08974,postgresC,P02991
P08975,postgresC,P02992
P08976,postgresB,P02992
P08977,postgresB,P02992
P08978,postgresA,P02993
P08979,postgresA,P02993
P08980,postgresA,P02993
P08981,postgresB,P02994
P08982,postgresB,P02994
P08983,postgresB,P02994
P08984,postgresA,P02995
P08985,postgresC,P02995
P08986,postgresA,P02995
P08987,postgresB,P02996
P08988,postgresB,P02996
P08989,postgresA,P02996
P08990,postgresB,P02997
P08991,postgresA,P02997
P08992,postgresB,P02997
P08993,postgresC,P02998
P08994,postgresC,P02998
P08995,postgresA,P02998
P08996,postgresB,P02999
P08997,postgresB,P02999
P08998,postgresB,P02999
P08999,postgresB,P03000
P09000,postgresC,P03000
P09001,postgresB,P03000
P09002,postgresC,P03001
P09003,postgresA,P03001
P09004,postgresA,P03001
P09005,postgresA,P03002
P09006,postgresB,P03002
P09007,postgresB,P03002
P09008,postgresC,P03003
P09009,postgresA,P03003
P09010,postgresA,P03003
P09011,postgresC,P03004
P09012,postgresB,P03004
P09013,postgresB,P03004
P09014,postgresA,P03005
P09015,postgresA,P03005
P09016,postgresC,P03005
P09017,postgresB,P03006
P09018,postgresC,P03006
P09019,postgresB,P03006
P09020,postgresA,P03007
P09021,postgresC,P03007
P09022,postgresA,P03007
P09023,postgresB,P03008
P09024,postgresC,P03008
P09025,postgresB,P03008
P09026,postgresA,P03009
P09027,postgresA,P03009
P09028,postgresB,P03009
P09029,postgresB,P03010
P09030,postgresC,P03010
P09031,postgresC,P03010
P09032,postgresB,P03011
P09033,postgresB,P03011
P09034,postgresA,P03011
P09035,postgresA,P03012
P09036,postgresC,P03012
P09037,postgresB,P03012
P09038,postgresC,P03013
P09039,postgresA,P03013
P09040,postgresB,P03013
P09041,postgresC,P03014
P09042,postgresA,P03014
P09043,postgresB,P03014
P09044,postgresB,P03015
P09045,postgresB,P03015
P09046,postgresB,P03015
P09047,postgresC,P03016
P09048,postgresB,P03016
P09049,postgresC,P03016
P09050,postgresC,P03017
P09051,postgresC,P03017
P09052,postgresC,P03017
P09053,postgresC,P03018
P09054,postgresA,P03018
P09055,postgresC,P03018
P09056,postgresC,P03019
P09057,postgresC,P03019
P09058,postgresA,P03019
P09059,postgresC,P03020
P09060,postgresB,P03020
P09061,postgresB,P03020
P09062,postgresB,P03021
P09063,postgresC,P03021
P09064,postgresB,P03021
P09065,postgresB,P03022
P09066,postgresC,P03022
P09067,postgresB,P03022
P09068,postgresB,P03023
P09069,postgresC,P03023
P09070,postgresB,P03023
P09071,postgresC,P03024
P09072,postgresB,P03024
P09073,postgresC,P03024
P09074,postgresC,P03025
P09075,postgresB,P03025
P09076,postgresA,P03025
P09077,postgresB,P03026
P09078,postgresB,P03026
P09079,postgresB,P03026
P09080,postgresA,P03027
P09081,postgresA,P03027
P09082,postgresA,P03027
P09083,postgresC,P03028
P09084,postgresB,P03028
P09085,postgresA,P03028
P09086,postgresC,P03029
P09087,postgresC,P03029
P09088,postgresA,P03029
P09089,postgresC,P03030
P09090,postgresA,P03030
P09091,postgresB,P03030
P09092,postgresA,P03031
P09093,postgresA,P03031
P09094,postgresB,P03031
P09095,postgresC,P03032
P09096,postgresB,P03032
P09097,postgresA,P03032
P09098,postgresB,P03033
P09099,postgresB,P03033
P09100,postgresC,P03033
P09101,postgresC,P03034
P09102,postgresA,P03034
P09103,postgresB,P03034
P09104,postgresB,P03035
P09105,postgresB,P03035
P09106,postgresC,P03035
P09107,postgresC,P03036
P09108,postgresC,P03036
P09109,postgresA,P03036
P09110,postgresA,P03037
P09111,postgresB,P03037
P09112,postgresB,P03037
P09113,postgresA,P03038
P09114,postgresB,P03038
P09115,postgresB,P03038
P09116,postgresB,P03039
P09117,postgresC,P03039
P09118,postgresA,P03039
P09119,postgresC,P03040
P09120,postgresC,P03040
P09121,postgresB,P03040
P09122,postgresB,P03041
P09123,postgresA,P03041
P09124,postgresB,P03041
P09125,postgresC,P03042
P09126,postgresB,P03042
P09127,postgresA,P03042
P09128,postgresC,P03043
P09129,postgresA,P03043
P09130,postgresC,P03043
P09131,postgresA,P03044
P09132,postgresC,P03044
P09133,postgresB,P03044
P09134,postgresA,P03045
P09135,postgresC,P03045
P09136,postgresB,P03045
P09137,postgresC,P03046
P09138,postgresA,P03046
P09139,postgresB,P03046
P09140,postgresA,P03047
P09141,postgresC,P03047
P09142,postgresB,P03047
P09143,postgresA,P03048
P09144,postgresB,P03048
P09145,postgresC,P03048
P09146,postgresC,P03049
P09147,postgresB,P03049
P09148,postgresB,P03049
P09149,postgresB,P03050
P09150,postgresC,P03050
P09151,postgresA,P03050
P09152,postgresB,P03051
P09153,postgresA,P03051
P09154,postgresB,P03051
P09155,postgresC,P03052
P09156,postgresC,P03052
P09157,postgresC,P03052
P09158,postgresC,P03053
P09159,postgresB,P03053
P09160,postgresA,P03053
P09161,postgresB,P03054
P09162,postgresA,P03054
P09163,postgresB,P03054
P09164,postgresA,P03055
P09165,postgresC,P03055
P09166,postgresB,P03055
P09167,postgresC,P03056
P09168,postgresB,P03056
P09169,postgresA,P03056
P09170,postgresC,P03057
P09171,postgresB,P03057
P09172,postgresC,P03057
P09173,postgresA,P03058
P09174,postgresA,P03058
P09175,postgresB,P03058
P09176,postgresB,P03059
P09177,postgresA,P03059
P09178,postgresB,P03059
P09179,postgresC,P03060
P09180,postgresA,P03060
P09181,postgresB,P03060
P09182,postgresB,P03061
P09183,postgresC,P03061
P09184,postgresA,P03061
P09185,postgresB,P03062
P09186,postgresA,P03062
P09187,postgresC,P03062
P09188,postgresC,P03063
P09189,postgresB,P03063
P09190,postgresB,P03063
P09191,postgresC,P03064
P09192,postgresC,P03064
P09193,postgresC,P03064
P09194,postgresA,P03065
P09195,postgresA,P03065
P09196,postgresB,P03065
P09197,postgresB,P03066
P09198,postgresB,P03066
P09199,postgresC,P03066
P09200,postgresC,P03067
P09201,postgresA,P03067
P09202,postgresC,P03067
P09203,postgresB,P03068
P09204,postgresA,P03068
P09205,postgresC,P03068
P09206,postgresC,P03069
P09207,postgresB,P03069
P09208,postgresA,P03069
P09209,postgresA,P03070
P09210,postgresC,P03070
P09211,postgresB,P03070
P09212,postgresB,P03071
P09213,postgresB,P03071
P09214,postgresB,P03071
P09215,postgresC,P03072
P09216,postgresC,P03072
P09217,postgresA,P03072
P09218,postgresA,P03073
P09219,postgresC,P03073
P09220,postgresA,P03073
P09221,postgresA,P03074
P09222,postgresC,P03074
P09223,postgresB,P03074
P09224,postgresC,P03075
P09225,postgresC,P03075
P09226,postgresB,P03075
P09227,postgresA,P03076
P09228,postgresB,P03076
P09229,postgresB,P03076
P09230,postgresB,P03077
P09231,postgresC,P03077
P09232,postgresA,P03077
P09233,postgresA,P03078
P09234,postgresA,P03078
P09235,postgresA,P03078
P09236,postgresA,P03079
P09237,postgresC,P03079
P09238,postgresC,P03079
P09239,postgresB,P03080
P09240,postgresB,P03080
P09241,postgresA,P03080
P09242,postgresB,P03081
P09243,postgresB,P03081
P09244,postgresA,P03081
P09245,postgresB,P03082
P09246,postgresB,P03082
P09247,postgresC,P03082
P09248,postgresC,P03083
P09249,postgresA,P03083
P09250,postgresB,P03083
P09251,postgresB,P03084
P09252,postgresA,P03084
P09253,postgresC,P03084
