partsid,datalink,totalcfp,cfp,parents_partsid
P07414,postgresC,6.833,6.833,P02471
P07415,postgresC,0.028,0.028,P02472
P07416,postgresB,8.512,8.512,P02472
P07417,postgresC,2.164,2.164,P02472
P07418,postgresA,1.074,1.074,P02473
P07419,postgresC,5.376,5.376,P02473
P07420,postgresA,1.874,1.874,P02473
P07421,postgresC,8.272,8.272,P02474
P07422,postgresA,0.39,0.39,P02474
P07423,postgresA,0.577,0.577,P02474
P07424,postgresA,7.944,7.944,P02475
P07425,postgresB,9.118,9.118,P02475
P07426,postgresC,2.538,2.538,P02475
P07427,postgresA,4.109,4.109,P02476
P07428,postgresC,8.083,8.083,P02476
P07429,postgresB,8.69,8.69,P02476
P07430,postgresC,0.944,0.944,P02477
P07431,postgresC,0.194,0.194,P02477
P07432,postgresC,4.255,4.255,P02477
P07433,postgresA,7.463,7.463,P02478
P07434,postgresB,9.589,9.589,P02478
P07435,postgresC,1.108,1.108,P02478
P07436,postgresB,4.497,4.497,P02479
P07437,postgresB,1.845,1.845,P02479
P07438,postgresA,3.756,3.756,P02479
P07439,postgresB,0.474,0.474,P02480
P07440,postgresB,2.343,2.343,P02480
P07441,postgresC,9.887,9.887,P02480
P07442,postgresC,0.811,0.811,P02481
P07443,postgresA,7.467,7.467,P02481
P07444,postgresB,1.404,1.404,P02481
P07445,postgresA,9.69,9.69,P02482
P07446,postgresA,9.242,9.242,P02482
P07447,postgresA,0.283,0.283,P02482
P07448,postgresC,3.539,3.539,P02483
P07449,postgresB,3.675,3.675,P02483
P07450,postgresC,8.591,8.591,P02483
P07451,postgresB,2.318,2.318,P02484
P07452,postgresA,1.78,1.78,P02484
P07453,postgresA,4.515,4.515,P02484
P07454,postgresB,0.554,0.554,P02485
P07455,postgresC,6.366,6.366,P02485
P07456,postgresA,2.607,2.607,P02485
P07457,postgresB,6.617,6.617,P02486
P07458,postgresA,2.253,2.253,P02486
P07459,postgresC,9.905,9.905,P02486
P07460,postgresB,3.468,3.468,P02487
P07461,postgresC,6.308,6.308,P02487
P07462,postgresC,7.42,7.42,P02487
P07463,postgresB,8.402,8.402,P02488
P07464,postgresC,4.95,4.95,P02488
P07465,postgresB,0.59,0.59,P02488
P07466,postgresA,2.522,2.522,P02489
P07467,postgresC,7.278,7.278,P02489
P07468,postgresB,7.412,7.412,P02489
P07469,postgresA,6.699,6.699,P02490
P07470,postgresA,9.525,9.525,P02490
P07471,postgresC,5.606,5.606,P02490
P07472,postgresB,4.933,4.933,P02491
P07473,postgresA,9.513,9.513,P02491
P07474,postgresC,9.233,9.233,P02491
P07475,postgresA,5.624,5.624,P02492
P07476,postgresB,6.841,6.841,P02492
P07477,postgresB,7.292,7.292,P02492
P07478,postgresB,0.643,0.643,P02493
P07479,postgresA,0.331,0.331,P02493
P07480,postgresA,0.911,0.911,P02493
P07481,postgresB,9.303,9.303,P02494
P07482,postgresB,9.311,9.311,P02494
P07483,postgresB,9.639,9.639,P02494
P07484,postgresB,8.343,8.343,P02495
P07485,postgresB,9.526,9.526,P02495
P07486,postgresB,4.596,4.596,P02495
P07487,postgresC,3.548,3.548,P02496
P07488,postgresA,8.58,8.58,P02496
P07489,postgresC,4.76,4.76,P02496
P07490,postgresC,5.272,5.272,P02497
P07491,postgresB,1.703,1.703,P02497
P07492,postgresC,4.325,4.325,P02497
P07493,postgresA,5.642,5.642,P02498
P07494,postgresC,4.472,4.472,P02498
P07495,postgresC,8.794,8.794,P02498
P07496,postgresC,6.647,6.647,P02499
P07497,postgresA,4.858,4.858,P02499
P07498,postgresC,6.124,6.124,P02499
P07499,postgresA,3.364,3.364,P02500
P07500,postgresA,9.116,9.116,P02500
P07501,postgresC,5.56,5.56,P02500
P07502,postgresA,6.62,6.62,P02501
P07503,postgresB,3.357,3.357,P02501
P07504,postgresB,6.863,6.863,P02501
P07505,postgresA,4.95,4.95,P02502
P07506,postgresC,2.246,2.246,P02502
P07507,postgresA,0.177,0.177,P02502
P07508,postgresA,9.677,9.677,P02503
P07509,postgresA,2.818,2.818,P02503
P07510,postgresA,5.327,5.327,P02503
P07511,postgresC,7.782,7.782,P02504
P07512,postgresA,8.728,8.728,P02504
P07513,postgresB,5.914,5.914,P02504
P07514,postgresA,9.941,9.941,P02505
P07515,postgresB,1.115,1.115,P02505
P07516,postgresA,5.218,5.218,P02505
P07517,postgresC,1.363,1.363,P02506
P07518,postgresC,9.667,9.667,P02506
P07519,postgresA,2.769,2.769,P02506
P07520,postgresA,0.62,0.62,P02507
P07521,postgresC,9.653,9.653,P02507
P07522,postgresC,7.697,7.697,P02507
P07523,postgresB,5.135,5.135,P02508
P07524,postgresC,6.697,6.697,P02508
P07525,postgresB,5.527,5.527,P02508
P07526,postgresC,2.258,2.258,P02509
P07527,postgresC,3.743,3.743,P02509
P07528,postgresA,5.763,5.763,P02509
P07529,postgresB,3.975,3.975,P02510
P07530,postgresA,7.979,7.979,P02510
P07531,postgresA,6.714,6.714,P02510
P07532,postgresB,8.901,8.901,P02511
P07533,postgresA,5.27,5.27,P02511
P07534,postgresC,0.245,0.245,P02511
P07535,postgresA,7.117,7.117,P02512
P07536,postgresC,2.452,2.452,P02512
P07537,postgresA,2.654,2.654,P02512
P07538,postgresB,6.081,6.081,P02513
P07539,postgresA,9.641,9.641,P02513
P07540,postgresA,4.858,4.858,P02513
P07541,postgresC,6.122,6.122,P02514
P07542,postgresB,4.463,4.463,P02514
P07543,postgresB,0.193,0.193,P02514
P07544,postgresC,2.854,2.854,P02515
P07545,postgresB,3.118,3.118,P02515
P07546,postgresA,3.594,3.594,P02515
P07547,postgresA,0.365,0.365,P02516
P07548,postgresB,5.924,5.924,P02516
P07549,postgresC,5.164,5.164,P02516
P07550,postgresB,9.797,9.797,P02517
P07551,postgresB,2.478,2.478,P02517
P07552,postgresB,0.612,0.612,P02517
P07553,postgresC,1.236,1.236,P02518
P07554,postgresC,0.013,0.013,P02518
P07555,postgresA,0.841,0.841,P02518
P07556,postgresB,5.812,5.812,P02519
P07557,postgresC,1.207,1.207,P02519
P07558,postgresC,2.948,2.948,P02519
P07559,postgresB,0.713,0.713,P02520
P07560,postgresC,5.655,5.655,P02520
P07561,postgresA,2.655,2.655,P02520
P07562,postgresA,8.433,8.433,P02521
P07563,postgresB,5.354,5.354,P02521
P07564,postgresC,1.004,1.004,P02521
P07565,postgresB,3.457,3.457,P02522
P07566,postgresC,3.639,3.639,P02522
P07567,postgresA,0.593,0.593,P02522
P07568,postgresB,9.692,9.692,P02523
P07569,postgresA,8.175,8.175,P02523
P07570,postgresC,7.499,7.499,P02523
P07571,postgresA,4.332,4.332,P02524
P07572,postgresB,0.056,0.056,P02524
P07573,postgresA,9.991,9.991,P02524
P07574,postgresB,7.431,7.431,P02525
P07575,postgresB,3.476,3.476,P02525
P07576,postgresC,8.058,8.058,P02525
P07577,postgresA,9.944,9.944,P02526
P07578,postgresA,7.427,7.427,P02526
P07579,postgresA,9.623,9.623,P02526
P07580,postgresC,9.384,9.384,P02527
P07581,postgresA,7.623,7.623,P02527
P07582,postgresA,1.699,1.699,P02527
P07583,postgresA,5.944,5.944,P02528
P07584,postgresB,6.822,6.822,P02528
P07585,postgresC,4.641,4.641,P02528
P07586,postgresA,7.007,7.007,P02529
P07587,postgresB,2.721,2.721,P02529
P07588,postgresB,9.955,9.955,P02529
P07589,postgresC,2.151,2.151,P02530
P07590,postgresC,6.264,6.264,P02530
P07591,postgresC,5.451,5.451,P02530
P07592,postgresB,0.033,0.033,P02531
P07593,postgresA,1.415,1.415,P02531
P07594,postgresA,8.849,8.849,P02531
P07595,postgresB,0.173,0.173,P02532
P07596,postgresA,3.933,3.933,P02532
P07597,postgresB,1.951,1.951,P02532
P07598,postgresA,2.841,2.841,P02533
P07599,postgresC,5.404,5.404,P02533
P07600,postgresB,7.518,7.518,P02533
P07601,postgresB,7.193,7.193,P02534
P07602,postgresA,8.484,8.484,P02534
P07603,postgresA,6.665,6.665,P02534
P07604,postgresB,2.999,2.999,P02535
P07605,postgresA,4.394,4.394,P02535
P07606,postgresC,1.328,1.328,P02535
P07607,postgresB,6.193,6.193,P02536
P07608,postgresB,3.936,3.936,P02536
P07609,postgresA,1.614,1.614,P02536
P07610,postgresA,7.466,7.466,P02537
P07611,postgresA,6.096,6.096,P02537
P07612,postgresA,0.9,0.9,P02537
P07613,postgresC,4.362,4.362,P02538
P07614,postgresA,1.486,1.486,P02538
P07615,postgresB,2.001,2.001,P02538
P07616,postgresC,6.136,6.136,P02539
P07617,postgresA,9.669,9.669,P02539
P07618,postgresA,0.738,0.738,P02539
P07619,postgresA,4.202,4.202,P02540
P07620,postgresA,7.005,7.005,P02540
P07621,postgresC,2.619,2.619,P02540
P07622,postgresC,9.227,9.227,P02541
P07623,postgresC,0.98,0.98,P02541
P07624,postgresB,5.309,5.309,P02541
P07625,postgresA,2.96,2.96,P02542
P07626,postgresC,6.207,6.207,P02542
P07627,postgresC,0.363,0.363,P02542
P07628,postgresC,2.871,2.871,P02543
P07629,postgresC,7.158,7.158,P02543
P07630,postgresA,5.852,5.852,P02543
P07631,postgresC,0.085,0.085,P02544
P07632,postgresA,8.866,8.866,P02544
P07633,postgresA,4.245,4.245,P02544
P07634,postgresC,7.965,7.965,P02545
P07635,postgresC,6.472,6.472,P02545
P07636,postgresA,8.28,8.28,P02545
P07637,postgresA,9.401,9.401,P02546
P07638,postgresA,1.567,1.567,P02546
P07639,postgresB,7.984,7.984,P02546
P07640,postgresB,3.324,3.324,P02547
P07641,postgresC,2.164,2.164,P02547
P07642,postgresB,5.005,5.005,P02547
P07643,postgresB,2.728,2.728,P02548
P07644,postgresB,0.419,0.419,P02548
P07645,postgresA,8.183,8.183,P02548
P07646,postgresC,5.21,5.21,P02549
P07647,postgresB,2.271,2.271,P02549
P07648,postgresC,6.832,6.832,P02549
P07649,postgresB,8.825,8.825,P02550
P07650,postgresA,4.154,4.154,P02550
P07651,postgresA,9.17,9.17,P02550
P07652,postgresA,8.227,8.227,P02551
P07653,postgresC,9.059,9.059,P02551
P07654,postgresC,8.696,8.696,P02551
P07655,postgresA,9.588,9.588,P02552
P07656,postgresA,5.149,5.149,P02552
P07657,postgresC,3.661,3.661,P02552
P07658,postgresA,5.597,5.597,P02553
P07659,postgresA,5.039,5.039,P02553
P07660,postgresB,8.134,8.134,P02553
P07661,postgresA,2.661,2.661,P02554
P07662,postgresA,9.417,9.417,P02554
P07663,postgresB,2.749,2.749,P02554
P07664,postgresA,4.16,4.16,P02555
P07665,postgresB,2.403,2.403,P02555
P07666,postgresB,9.179,9.179,P02555
P07667,postgresC,1.552,1.552,P02556
P07668,postgresA,0.456,0.456,P02556
P07669,postgresB,8.683,8.683,P02556
P07670,postgresA,7.709,7.709,P02557
P07671,postgresB,6.796,6.796,P02557
P07672,postgresA,7.232,7.232,P02557
P07673,postgresC,2.126,2.126,P02558
P07674,postgresC,1.037,1.037,P02558
P07675,postgresB,6.324,6.324,P02558
P07676,postgresB,7.092,7.092,P02559
P07677,postgresC,8.83,8.83,P02559
P07678,postgresC,3.445,3.445,P02559
P07679,postgresB,5.913,5.913,P02560
P07680,postgresC,0.491,0.491,P02560
P07681,postgresB,7.927,7.927,P02560
P07682,postgresC,5.509,5.509,P02561
P07683,postgresC,7.574,7.574,P02561
P07684,postgresC,1.584,1.584,P02561
P07685,postgresC,3.211,3.211,P02562
P07686,postgresA,4.101,4.101,P02562
P07687,postgresB,6.837,6.837,P02562
P07688,postgresC,2.12,2.12,P02563
P07689,postgresB,7.149,7.149,P02563
P07690,postgresA,2.112,2.112,P02563
P07691,postgresB,0.845,0.845,P02564
P07692,postgresA,2.913,2.913,P02564
P07693,postgresA,7.577,7.577,P02564
P07694,postgresA,6.94,6.94,P02565
P07695,postgresA,4.625,4.625,P02565
P07696,postgresA,4.325,4.325,P02565
P07697,postgresB,7.379,7.379,P02566
P07698,postgresB,0.58,0.58,P02566
P07699,postgresA,7.419,7.419,P02566
P07700,postgresA,4.677,4.677,P02567
P07701,postgresB,2.455,2.455,P02567
P07702,postgresC,5.895,5.895,P02567
P07703,postgresA,1.371,1.371,P02568
P07704,postgresB,4.581,4.581,P02568
P07705,postgresB,1.725,1.725,P02568
P07706,postgresB,4.506,4.506,P02569
P07707,postgresB,5.083,5.083,P02569
P07708,postgresB,3.817,3.817,P02569
P07709,postgresC,6.643,6.643,P02570
P07710,postgresC,7.563,7.563,P02570
P07711,postgresB,4.349,4.349,P02570
P07712,postgresA,2.844,2.844,P02571
P07713,postgresB,2.888,2.888,P02571
P07714,postgresB,3.169,3.169,P02571
P07715,postgresB,0.335,0.335,P02572
P07716,postgresA,6.454,6.454,P02572
P07717,postgresC,3.315,3.315,P02572
P07718,postgresB,6.933,6.933,P02573
P07719,postgresC,5.298,5.298,P02573
P07720,postgresC,3.383,3.383,P02573
P07721,postgresA,5.48,5.48,P02574
P07722,postgresB,4.68,4.68,P02574
P07723,postgresC,5.559,5.559,P02574
P07724,postgresC,3.196,3.196,P02575
P07725,postgresA,5.098,5.098,P02575
P07726,postgresC,7.443,7.443,P02575
P07727,postgresB,4.973,4.973,P02576
P07728,postgresA,3.342,3.342,P02576
P07729,postgresC,5.014,5.014,P02576
P07730,postgresA,6.813,6.813,P02577
P07731,postgresC,9.314,9.314,P02577
P07732,postgresC,1.265,1.265,P02577
P07733,postgresB,6.642,6.642,P02578
P07734,postgresC,8.701,8.701,P02578
P07735,postgresC,0.103,0.103,P02578
P07736,postgresC,0.216,0.216,P02579
P07737,postgresC,8.842,8.842,P02579
P07738,postgresA,9.312,9.312,P02579
P07739,postgresA,6.976,6.976,P02580
P07740,postgresB,3.947,3.947,P02580
P07741,postgresA,2.958,2.958,P02580
P07742,postgresA,8.755,8.755,P02581
P07743,postgresB,1.458,1.458,P02581
P07744,postgresA,9.034,9.034,P02581
P07745,postgresB,8.248,8.248,P02582
P07746,postgresA,7.588,7.588,P02582
P07747,postgresA,5.699,5.699,P02582
P07748,postgresB,0.907,0.907,P02583
P07749,postgresB,4.634,4.634,P02583
P07750,postgresA,3.508,3.508,P02583
P07751,postgresB,6.091,6.091,P02584
P07752,postgresA,9.381,9.381,P02584
P07753,postgresC,3.838,3.838,P02584
P07754,postgresB,9.092,9.092,P02585
P07755,postgresA,5.865,5.865,P02585
P07756,postgresB,3.717,3.717,P02585
P07757,postgresA,9.132,9.132,P02586
P07758,postgresA,8.765,8.765,P02586
P07759,postgresB,2.308,2.308,P02586
P07760,postgresA,8.905,8.905,P02587
P07761,postgresB,4.758,4.758,P02587
P07762,postgresC,9.359,9.359,P02587
P07763,postgresB,6.946,6.946,P02588
P07764,postgresB,2.973,2.973,P02588
P07765,postgresB,9.735,9.735,P02588
P07766,postgresA,4.609,4.609,P02589
P07767,postgresC,8.417,8.417,P02589
P07768,postgresC,3.663,3.663,P02589
P07769,postgresA,3.233,3.233,P02590
P07770,postgresB,2.395,2.395,P02590
P07771,postgresB,5.5,5.5,P02590
P07772,postgresC,2.752,2.752,P02591
P07773,postgresA,7.53,7.53,P02591
P07774,postgresA,9.583,9.583,P02591
P07775,postgresC,3.095,3.095,P02592
P07776,postgresA,2.602,2.602,P02592
P07777,postgresC,3.047,3.047,P02592
P07778,postgresC,1.04,1.04,P02593
P07779,postgresA,8.449,8.449,P02593
P07780,postgresB,9.91,9.91,P02593
P07781,postgresB,2.779,2.779,P02594
P07782,postgresB,4.07,4.07,P02594
P07783,postgresA,7.983,7.983,P02594
P07784,postgresA,8.211,8.211,P02595
P07785,postgresB,7.959,7.959,P02595
P07786,postgresB,9.42,9.42,P02595
P07787,postgresB,0.685,0.685,P02596
P07788,postgresA,5.825,5.825,P02596
P07789,postgresA,0.824,0.824,P02596
P07790,postgresB,2.776,2.776,P02597
P07791,postgresC,3.086,3.086,P02597
P07792,postgresA,5.089,5.089,P02597
P07793,postgresB,7.145,7.145,P02598
P07794,postgresC,2.861,2.861,P02598
P07795,postgresB,3.531,3.531,P02598
P07796,postgresC,9.095,9.095,P02599
P07797,postgresB,3.271,3.271,P02599
P07798,postgresC,4.489,4.489,P02599
P07799,postgresB,4.397,4.397,P02600
P07800,postgresA,9.245,9.245,P02600
P07801,postgresC,3.994,3.994,P02600
P07802,postgresC,3.792,3.792,P02601
P07803,postgresA,3.425,3.425,P02601
P07804,postgresA,0.489,0.489,P02601
P07805,postgresC,6.047,6.047,P02602
P07806,postgresC,7.187,7.187,P02602
P07807,postgresA,8.263,8.263,P02602
P07808,postgresA,6.882,6.882,P02603
P07809,postgresB,6.043,6.043,P02603
P07810,postgresA,1.339,1.339,P02603
P07811,postgresB,5.886,5.886,P02604
P07812,postgresA,5.855,5.855,P02604
P07813,postgresB,6.683,6.683,P02604
P07814,postgresC,9.508,9.508,P02605
P07815,postgresB,7.58,7.58,P02605
P07816,postgresA,9.435,9.435,P02605
P07817,postgresB,7.449,7.449,P02606
P07818,postgresC,6.003,6.003,P02606
P07819,postgresC,9.395,9.395,P02606
P07820,postgresA,4.571,4.571,P02607
P07821,postgresA,6.308,6.308,P02607
P07822,postgresC,8.288,8.288,P02607
P07823,postgresB,0.295,0.295,P02608
P07824,postgresA,6.816,6.816,P02608
P07825,postgresC,4.012,4.012,P02608
P07826,postgresC,5.956,5.956,P02609
P07827,postgresB,1.921,1.921,P02609
P07828,postgresC,4.719,4.719,P02609
P07829,postgresB,1.36,1.36,P02610
P07830,postgresA,7.831,7.831,P02610
P07831,postgresC,3.125,3.125,P02610
P07832,postgresB,7.39,7.39,P02611
P07833,postgresA,9.68,9.68,P02611
P07834,postgresC,3.508,3.508,P02611
P07835,postgresC,9.072,9.072,P02612
P07836,postgresA,4.579,4.579,P02612
P07837,postgresA,6.091,6.091,P02612
P07838,postgresB,7.774,7.774,P02613
P07839,postgresA,3.805,3.805,P02613
P07840,postgresC,0.938,0.938,P02613
P07841,postgresA,2.4,2.4,P02614
P07842,postgresA,7.399,7.399,P02614
P07843,postgresA,9.139,9.139,P02614
P07844,postgresA,8.965,8.965,P02615
P07845,postgresA,8.359,8.359,P02615
P07846,postgresB,0.513,0.513,P02615
P07847,postgresA,8.39,8.39,P02616
P07848,postgresB,9.969,9.969,P02616
P07849,postgresC,8.829,8.829,P02616
P07850,postgresB,0.396,0.396,P02617
P07851,postgresA,4.055,4.055,P02617
P07852,postgresC,1.51,1.51,P02617
P07853,postgresA,8.83,8.83,P02618
P07854,postgresA,6.801,6.801,P02618
P07855,postgresB,2.182,2.182,P02618
P07856,postgresB,8.629,8.629,P02619
P07857,postgresA,9.436,9.436,P02619
P07858,postgresC,3.619,3.619,P02619
P07859,postgresB,5.182,5.182,P02620
P07860,postgresB,5.671,5.671,P02620
P07861,postgresA,4.596,4.596,P02620
P07862,postgresA,9.293,9.293,P02621
P07863,postgresA,5.552,5.552,P02621
P07864,postgresA,0.215,0.215,P02621
P07865,postgresB,9.787,9.787,P02622
P07866,postgresB,4.047,4.047,P02622
P07867,postgresC,5.936,5.936,P02622
P07868,postgresB,4.922,4.922,P02623
P07869,postgresA,5.18,5.18,P02623
P07870,postgresC,5.895,5.895,P02623
P07871,postgresC,9.657,9.657,P02624
P07872,postgresB,5.657,5.657,P02624
P07873,postgresB,5.689,5.689,P02624
P07874,postgresA,0.857,0.857,P02625
P07875,postgresB,4.866,4.866,P02625
P07876,postgresA,7.275,7.275,P02625
P07877,postgresB,8.787,8.787,P02626
P07878,postgresB,2.242,2.242,P02626
P07879,postgresA,3.294,3.294,P02626
P07880,postgresA,9.456,9.456,P02627
P07881,postgresC,7.323,7.323,P02627
P07882,postgresC,1.318,1.318,P02627
P07883,postgresA,3.693,3.693,P02628
P07884,postgresC,0.156,0.156,P02628
P07885,postgresB,9.665,9.665,P02628
P07886,postgresA,5.43,5.43,P02629
P07887,postgresC,9.298,9.298,P02629
P07888,postgresB,8.94,8.94,P02629
P07889,postgresB,6.565,6.565,P02630
P07890,postgresB,1.749,1.749,P02630
P07891,postgresC,1.137,1.137,P02630
P07892,postgresA,1.794,1.794,P02631
P07893,postgresA,1.403,1.403,P02631
P07894,postgresC,4.24,4.24,P02631
P07895,postgresB,0.258,0.258,P02632
P07896,postgresA,7.923,7.923,P02632
P07897,postgresB,6.888,6.888,P02632
P07898,postgresC,2.366,2.366,P02633
P07899,postgresB,5.536,5.536,P02633
P07900,postgresC,4.64,4.64,P02633
P07901,postgresC,2.204,2.204,P02634
P07902,postgresA,3.843,3.843,P02634
P07903,postgresA,3.916,3.916,P02634
P07904,postgresC,6.852,6.852,P02635
P07905,postgresB,5.792,5.792,P02635
P07906,postgresA,7.29,7.29,P02635
P07907,postgresA,5.664,5.664,P02636
P07908,postgresB,3.274,3.274,P02636
P07909,postgresA,9.002,9.002,P02636
P07910,postgresC,8.766,8.766,P02637
P07911,postgresA,5.206,5.206,P02637
P07912,postgresB,6.026,6.026,P02637
P07913,postgresA,5.31,5.31,P02638
P07914,postgresA,7.042,7.042,P02638
P07915,postgresB,0.766,0.766,P02638
P07916,postgresC,1.01,1.01,P02639
P07917,postgresC,0.458,0.458,P02639
P07918,postgresC,1.931,1.931,P02639
P07919,postgresB,7.596,7.596,P02640
P07920,postgresC,9.19,9.19,P02640
P07921,postgresB,7.234,7.234,P02640
P07922,postgresC,6.391,6.391,P02641
P07923,postgresC,7.333,7.333,P02641
P07924,postgresB,0.027,0.027,P02641
P07925,postgresC,3.181,3.181,P02642
P07926,postgresB,4.409,4.409,P02642
P07927,postgresC,8.301,8.301,P02642
P07928,postgresB,1.831,1.831,P02643
P07929,postgresB,6.923,6.923,P02643
P07930,postgresC,6.654,6.654,P02643
P07931,postgresA,5.414,5.414,P02644
P07932,postgresB,1.077,1.077,P02644
P07933,postgresA,1.665,1.665,P02644
P07934,postgresA,6.609,6.609,P02645
P07935,postgresC,9.787,9.787,P02645
P07936,postgresA,2.017,2.017,P02645
P07937,postgresA,1.397,1.397,P02646
P07938,postgresC,1.734,1.734,P02646
P07939,postgresC,1.501,1.501,P02646
P07940,postgresB,3.705,3.705,P02647
P07941,postgresC,1.675,1.675,P02647
P07942,postgresB,4.268,4.268,P02647
P07943,postgresA,5.71,5.71,P02648
P07944,postgresA,7.143,7.143,P02648
P07945,postgresB,6.457,6.457,P02648
P07946,postgresB,9.718,9.718,P02649
P07947,postgresA,2.876,2.876,P02649
P07948,postgresC,9.307,9.307,P02649
P07949,postgresB,9.862,9.862,P02650
P07950,postgresA,7.028,7.028,P02650
P07951,postgresA,0.569,0.569,P02650
P07952,postgresC,6.167,6.167,P02651
P07953,postgresB,3.04,3.04,P02651
P07954,postgresC,0.076,0.076,P02651
P07955,postgresA,1.022,1.022,P02652
P07956,postgresA,7.619,7.619,P02652
P07957,postgresA,3.606,3.606,P02652
P07958,postgresC,7.87,7.87,P02653
P07959,postgresC,1.031,1.031,P02653
P07960,postgresA,1.358,1.358,P02653
P07961,postgresA,8.887,8.887,P02654
P07962,postgresA,4.909,4.909,P02654
P07963,postgresA,0.969,0.969,P02654
P07964,postgresC,2.679,2.679,P02655
P07965,postgresA,9.891,9.891,P02655
P07966,postgresA,6.683,6.683,P02655
P07967,postgresC,5.08,5.08,P02656
P07968,postgresA,0.983,0.983,P02656
P07969,postgresC,7.286,7.286,P02656
P07970,postgresC,0.725,0.725,P02657
P07971,postgresC,2.914,2.914,P02657
P07972,postgresC,6.599,6.599,P02657
P07973,postgresA,6.465,6.465,P02658
P07974,postgresA,0.367,0.367,P02658
P07975,postgresB,4.013,4.013,P02658
P07976,postgresA,2.859,2.859,P02659
P07977,postgresA,2.988,2.988,P02659
P07978,postgresB,7.345,7.345,P02659
P07979,postgresA,1.736,1.736,P02660
P07980,postgresB,9.201,9.201,P02660
P07981,postgresB,4.255,4.255,P02660
P07982,postgresA,7.049,7.049,P02661
P07983,postgresC,3.869,3.869,P02661
P07984,postgresC,0.22,0.22,P02661
P07985,postgresB,8.957,8.957,P02662
P07986,postgresA,2.432,2.432,P02662
P07987,postgresA,3.88,3.88,P02662
P07988,postgresA,2.707,2.707,P02663
P07989,postgresA,9.108,9.108,P02663
P07990,postgresA,1.361,1.361,P02663
P07991,postgresB,3.232,3.232,P02664
P07992,postgresC,2.885,2.885,P02664
P07993,postgresC,9.84,9.84,P02664
P07994,postgresA,8.783,8.783,P02665
P07995,postgresC,8.822,8.822,P02665
P07996,postgresB,1.043,1.043,P02665
P07997,postgresA,7.489,7.489,P02666
P07998,postgresA,5.798,5.798,P02666
P07999,postgresA,3.157,3.157,P02666
P08000,postgresB,1.17,1.17,P02667
P08001,postgresB,4.781,4.781,P02667
P08002,postgresC,9.24,9.24,P02667
P08003,postgresB,7.755,7.755,P02668
P08004,postgresC,1.245,1.245,P02668
P08005,postgresC,4.067,4.067,P02668
P08006,postgresA,5.106,5.106,P02669
P08007,postgresA,1.747,1.747,P02669
P08008,postgresA,9.431,9.431,P02669
P08009,postgresC,2.442,2.442,P02670
P08010,postgresA,6.464,6.464,P02670
P08011,postgresC,5.881,5.881,P02670
P08012,postgresB,3.318,3.318,P02671
P08013,postgresA,2.526,2.526,P02671
P08014,postgresB,6.615,6.615,P02671
P08015,postgresB,2.223,2.223,P02672
P08016,postgresA,6.815,6.815,P02672
P08017,postgresC,8.839,8.839,P02672
P08018,postgresC,4.216,4.216,P02673
P08019,postgresC,3.834,3.834,P02673
P08020,postgresA,9.529,9.529,P02673
P08021,postgresB,1.25,1.25,P02674
P08022,postgresB,7.834,7.834,P02674
P08023,postgresC,9.126,9.126,P02674
P08024,postgresC,5.305,5.305,P02675
P08025,postgresA,4.392,4.392,P02675
P08026,postgresA,4.281,4.281,P02675
P08027,postgresC,6.288,6.288,P02676
P08028,postgresB,1.933,1.933,P02676
P08029,postgresC,1.084,1.084,P02676
P08030,postgresB,8.014,8.014,P02677
P08031,postgresC,0.184,0.184,P02677
P08032,postgresA,2.903,2.903,P02677
P08033,postgresA,2.175,2.175,P02678
P08034,postgresA,5.196,5.196,P02678
P08035,postgresC,7.947,7.947,P02678
P08036,postgresC,6.777,6.777,P02679
P08037,postgresC,7.406,7.406,P02679
P08038,postgresA,5.244,5.244,P02679
P08039,postgresA,0.064,0.064,P02680
P08040,postgresC,5.627,5.627,P02680
P08041,postgresB,6.659,6.659,P02680
P08042,postgresB,0.715,0.715,P02681
P08043,postgresA,5.892,5.892,P02681
P08044,postgresB,8.655,8.655,P02681
P08045,postgresA,6.638,6.638,P02682
P08046,postgresB,2.688,2.688,P02682
P08047,postgresB,5.95,5.95,P02682
P08048,postgresA,9.568,9.568,P02683
P08049,postgresA,4.256,4.256,P02683
P08050,postgresB,1.887,1.887,P02683
P08051,postgresC,0.347,0.347,P02684
P08052,postgresC,0.578,0.578,P02684
P08053,postgresA,4.747,4.747,P02684
P08054,postgresC,6.388,6.388,P02685
P08055,postgresB,5.28,5.28,P02685
P08056,postgresA,6.723,6.723,P02685
P08057,postgresC,2.118,2.118,P02686
P08058,postgresB,4.564,4.564,P02686
P08059,postgresA,0.058,0.058,P02686
P08060,postgresB,3.174,3.174,P02687
P08061,postgresA,1.644,1.644,P02687
P08062,postgresC,0.859,0.859,P02687
P08063,postgresA,0.393,0.393,P02688
P08064,postgresC,5.272,5.272,P02688
P08065,postgresA,9.601,9.601,P02688
P08066,postgresA,5.751,5.751,P02689
P08067,postgresA,9.31,9.31,P02689
P08068,postgresC,1.288,1.288,P02689
P08069,postgresA,8.767,8.767,P02690
P08070,postgresC,2.163,2.163,P02690
P08071,postgresC,7.185,7.185,P02690
P08072,postgresC,4.698,4.698,P02691
P08073,postgresA,0.125,0.125,P02691
P08074,postgresB,1.497,1.497,P02691
P08075,postgresA,6.037,6.037,P02692
P08076,postgresA,4.881,4.881,P02692
P08077,postgresB,7.839,7.839,P02692
P08078,postgresC,1.278,1.278,P02693
